#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
11,"Holiday","Madonna",58,118,"","","Madonna",1983-07-27,03:51,81,70,3,1,73,0,0,-9,G,4,2021-08-13,7arHM2KZ0KzIZXFVDRGClI,"Sire/Warner Records",9B,USWB18300013
12,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",80,94,"rock","Rock","I Love Rock 'N' Roll (Expanded Edition)",1981-11-18,02:55,54,72,33,0,90,0,60,-5,E,4,2021-08-13,2Cdvbe2G4hZsnhNMKyGrie,"Legacy Recordings",12B,USBH18100118
13,"Bette Davis Eyes","Kim Carnes",82,117,"","","Mistaken Identity",1981-01-01,03:48,68,65,2,0,60,0,10,-10,F,4,2021-08-13,0odIT9B9BvOCnXfS0e4lB5,"Capitol Records",7B,USCA28100081
14,"Fame","Irene Cara",2,131,"","","Fame: The Original Soundtrack from the Motion Picture",1980-05-16,05:16,70,73,13,0,96,0,10,-9,C minor,4,2021-08-13,7yBl8YmvcgwwYlazJcvowE,"WaterTower Music",5A,USNLR1200531
15,"Self Control","Laura Branigan",80,107,"","","Self Control",1984-00-00,04:06,81,69,22,0,78,0,10,-12,F#/G♭ minor,4,2021-08-13,6JNJERZGJwDVgkmbohBw7u,"Rhino Atlantic",11A,USAT20903047
16,"Sisters Are Doin' It for Themselves","Eurythmics,Annie Lennox,Dave Stewart,Aretha Franklin",0,137,"new wave, synthpop, soul, motown, jazz blues","Blues, Jazz, Pop, R&B, Rock, Electronic","Who's Zoomin' Who?",1985-07-09,05:54,68,81,4,0,96,0,30,-10,C minor,4,2021-08-13,61oEC3ZjyitXj5KUzqCsYr,"Arista",5A,GBARL8500014
17,"Englishman In New York","Sting",0,102,"soft rock","Rock","Nothing Like The Sun",1987-00-00,04:26,69,48,43,0,65,0,10,-13,A,4,2021-08-13,5wVylZHmBid99XzEsz8Fk7,"Universal Music Mexico S.A. de C.V. (Polystar)",11B,USAM18700040
18,"Kiss","Prince",77,111,"funk rock","R&B, Rock","Parade - Music from the Motion Picture Under the Cherry Moon",1986-03-31,03:46,90,27,1,0,74,0,0,-12,G,4,2021-08-13,62LJFaYihsdVrrkgUOJC05,"Warner Records",9B,USWB19903319
19,"Just Can't Get Enough","Depeche Mode",77,128,"new wave, synthpop, darkwave","Electronic, Pop, Rock","Speak and Spell (Deluxe)",1981-11-02,03:40,77,77,40,6,92,0,10,-9,C,4,2021-08-13,0qi4b1l0eT3jpzeNHeFXDT,"Venusnote Ltd.",8B,GBAJH0600205
20,"Wake Me Up Before You Go-Go","Wham!",3,81,"christmas","Pop","Make It Big",1984-10-23,03:50,62,76,19,0,88,0,10,-6,C,4,2021-08-13,5XsMz0YfEaHZE0MTb1aujs,"Epic",8B,GBBBM8400002
21,"Like a Virgin","Madonna",73,120,"","","Like a Virgin",1984-11-12,03:38,77,66,15,0,97,0,0,-11,D#/E♭ minor,4,2021-08-13,1ZPlNanZsJSPK5h9YZZFbZ,"Warner Records",2A,USWB10002748
22,"Flashdance...What a Feeling - Radio Edit","Irene Cara",78,122,"","","What a Feelin'",1983-11-02,03:57,57,66,1,0,39,0,0,-7,G minor,4,2021-08-13,3cbV252akVZInSvJk7jAYX,"UNIDISC MUSIC INC.",6A,CAU118300354
23,"Got My Mind Set On You - Remastered 2004","George Harrison",3,149,"","","Cloud Nine",1987-11-02,03:54,77,85,47,0,96,0,40,-7,E,4,2021-08-13,3OeUlriM0EZHdWleJtjoVr,"Parlophone",12B,GBEXP0300054
24,"Big in Japan","Alphaville",77,98,"synthpop","Electronic, Pop","Forever Young",1984-00-00,04:46,75,41,7,7,24,0,30,-15,D minor,4,2021-08-13,3BZGi1yUqQyCNC868AqUGG,"WM Germany",7A,DEA629260037
25,"Boys Don't Cry","The Cure",54,170,"new wave, post-punk, darkwave","Electronic, Pop, Rock","Staring At The Sea - The Singles",1986-01-01,02:34,46,60,2,0,74,0,10,-14,B minor,4,2021-08-13,1YQCRXscu8xE74BVVMUCRr,"Polydor Records",10A,GBALB7800001
26,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",86,119,"","","Whitney",1987-06-02,04:51,71,82,21,0,87,0,0,-9,C♯/D♭,4,2021-08-13,2tUBqZG2AbRi7Q0BIrVrEj,"Arista/Legacy",3B,USAR18700121
27,"Video Killed The Radio Star","The Buggles",73,131,"","","The Age Of Plastic",1980-01-10,04:12,68,68,10,1,25,0,20,-12,C♯/D♭,4,2021-08-13,7o7E1nrHWncYY7PY94gCiX,"Universal-Island Records Ltd.",3B,GBAAN7900013
28,"You Make My Dreams (Come True)","Daryl Hall & John Oates",84,167,"soft rock","Rock","Voices",1980-00-00,03:10,75,50,23,11,90,0,0,-12,F,4,2021-08-13,4o6BgsqLIBViaGVbx5rbRk,"RCA/BMG Heritage",7B,USRC10301828
29,"Never Gonna Give You Up","Rick Astley",11,113,"","","Whenever You Need Somebody",1987-11-12,03:33,72,94,12,0,91,0,10,-12,G#/A♭,4,2021-08-13,4uLU6hMCjMI75M1A2tKUQC,"Sony Music CG",4B,GBARL9300135
30,"Let's Dance - Single Version [Remastered]","David Bowie",6,114,"glam rock, art rock","Rock","Legacy",2016-11-11,04:08,64,63,1,0,73,0,10,-11,G#/A♭,4,2021-08-13,0F1O42piteiHP3dRvKUz6p,"Columbia/Legacy",4B,USJT11400016
31,"Wonderful Life","Black",70,106,"","","Wonderful Life",1987-01-01,04:47,72,52,71,36,82,0,20,-12,G,4,2021-08-13,0IWtEFQBwRHaMXZQtGEVcM,"EMI",9B,GBAAM8700001
32,"The Winner Takes It All","ABBA",1,127,"","","Super Trouper",1980-00-00,04:54,46,79,54,0,51,0,10,-7,F#/G♭,4,2021-08-13,5kBZR12AntJUTo9UeAsKqP,"Universal Music Group",2B,SEAYD8001020
33,"Kids In America","Kim Wilde",9,160,"","","Kim Wilde",1981-00-00,03:25,56,78,10,0,31,0,10,-4,E,4,2021-08-13,1YGZyfvdgZxzipWoWYVKxi,"Cherry Red Records",12B,GBAYE8100054
34,"Loco in Acapulco","Four Tops",59,123,"motown, northern soul, soul","Pop, R&B, Blues","Indestructible",1988-02-14,04:34,82,71,41,0,97,0,0,-10,E,4,2021-08-13,7gfAYm7X5HMSuKcO4dy8Wi,"Arista/Columbia/Legacy",12B,USAR18800003
35,"Jump (For My Love)","The Pointer Sisters",50,134,"disco","Pop","Fire! The Very Best of The Pointer Sisters",1989-09-21,04:23,86,71,11,0,85,0,10,-13,A#/B♭ minor,4,2021-08-13,4k0bXm9Q4RaTuYi09i4lKK,"RCA Records Label",3A,USRC18303288
36,"The Safety Dance","Men Without Hats",61,102,"synthpop, new wave","Pop, Rock, Electronic","The Safety Dance",2010-05-21,02:44,53,88,3,0,62,0,10,-4,F,4,2021-08-13,4UB3TaEGEY9WoOpxYNMgy4,"Demon",7B,GBBLG0200043
37,"Tell It to My Heart","Taylor Dayne",0,118,"","","Tell It To My Heart",1988-01-19,03:40,68,93,5,0,85,0,10,-11,A#/B♭ minor,4,2021-08-13,0uyoXwOQ3U5tGfNNmR5Y1p,"Arista",3A,USAR18700139
38,"Should I Stay or Should I Go - Remastered","The Clash",81,113,"punk","Rock","Combat Rock (Remastered)",1982-00-00,03:08,74,84,8,0,82,10,30,-6,D,4,2021-08-13,39shmbIHICJ2Wxnk1fPSdz,"Sony Music UK",10B,GBARL1200670
39,"In The Army Now","Status Quo",53,105,"glam rock, blues rock","Blues, Rock","In The Army Now - The Collection",2002-01-01,04:41,68,73,11,0,94,0,10,-8,A minor,4,2021-08-13,6TPAhgpBvhMIDUzmDnWJmj,"Mercury",8A,GBF080080176
40,"1999","Prince",61,119,"funk rock","R&B, Rock","1999",1982-10-27,06:19,87,73,14,0,63,0,0,-8,F,4,2021-08-13,2H7PHVdQ3mXqEHXcvclTB0,"Warner Records",7B,USWB18200028
41,"Uptown Girl","Billy Joel",85,129,"soft rock","Rock","An Innocent Man",1983-08-08,03:17,70,94,8,0,79,0,60,-3,E,4,2021-08-13,5zA8vzDGqPl2AzZkEYQGKh,"Columbia",12B,USSM18300270
42,"Heart Of Glass - Special Mix","Blondie",70,114,"","","Best Of Blondie",1981-10-31,04:35,69,58,2,1,85,0,0,-15,E,4,2021-08-13,0a4agFmqHXxcZl1nho1BxM,"Chrysalis\EMI Records (USA)",12B,USCH39600074
43,"Heaven Is A Place On Earth","Belinda Carlisle",74,123,"","","Greatest Vol.1 - Belinda Carlisle",1987-00-00,04:06,64,85,2,0,79,0,0,-8,C♯/D♭ minor,4,2021-08-13,37Q5anxoGWYdRsyeXkkNoI,"Crimson",12A,GBAAA8700010
44,"Red Red Wine","UB40",76,89,"reggae","Reggae","The Very Best Of",2000-00-00,03:03,86,47,0,0,84,0,20,-9,C♯/D♭,4,2021-08-13,4uOKFydzAejjSFqYbv1XPt,"Virgin Records",3B,GBDDH8300002
45,"(Feels Like) Heaven","Fiction Factory",65,117,"new wave","Pop, Rock","Throw The Warped Wheel Out",1984-05-15,03:33,54,82,21,0,72,0,0,-11,D#/E♭,4,2021-08-13,41Laec0pItedzpw2D8HWYp,"Columbia",5B,GBBBN8400001
46,"Always on My Mind","Pet Shop Boys",74,125,"synthpop, new wave","Pop, Rock, Electronic","Discography - Complete Singles Collection",1998-03-31,03:54,53,78,1,6,73,0,10,-11,G,4,2021-08-13,07ABETRdek3ACMpRPvQuaT,"Parlophone UK",9B,GBAYE8700080
47,"Faith - Remastered","George Michael",78,96,"","","Faith",1987-10-30,03:13,89,48,1,0,61,10,0,-12,B,4,2021-08-13,0HEmnAUT8PHznIAAmVXqFJ,"Epic",1B,GBARL1000855
48,"Walking On Sunshine","Katrina & The Waves",82,110,"","","Katrina & The Waves",1985-00-00,03:58,60,87,1,17,94,0,0,-12,A#/B♭,4,2021-08-13,05wIrZSwuaVWhcv5FfqeH0,"Capitol Records",6B,USCA28500452
49,"Crockett's Theme - From  Miami Vice II  Soundtrack","Jan Hammer",55,191,"jazz fusion","Electronic, Jazz, Rock","Escape From Television",1991-05-27,03:34,41,39,42,93,40,0,10,-17,G minor,4,2021-08-13,45r7mbXRbpFAYZavAoX6tk,"Universal-Island Records Ltd.",6A,USMC18622096
50,"You Can Call Me Al","Paul Simon",81,128,"singer-songwriter","Folk","Graceland (25th Anniversary Deluxe Edition)",1986-08-12,04:40,78,76,18,1,82,0,0,-8,F,4,2021-08-13,0qxYx4F3vm1AOnfux6dDxP,"Legacy Recordings",7B,USSM11002274
51,"Walk Of Life","Dire Straits",7,172,"classic rock","Rock","Brothers In Arms (Remastered)",1985-05-13,04:09,46,92,41,0,80,10,10,-9,E,4,2021-08-13,4tyl9OMKMG8F2L0RUYQMH3,"Universal Music Group",12B,GBF088500675
52,"Abracadabra - Remastered 2017","Steve Miller Band",55,125,"classic rock","Rock","Ultimate Hits (Deluxe Edition)",2017-09-15,05:11,74,82,5,0,96,0,10,-6,A minor,4,2021-08-13,58bTw40is1J6A67eejMdLn,"Steve Miller - Owned",8A,QMEU31713781
53,"Blue Monday '88","New Order",68,130,"new wave, synthpop, post-punk, madchester","Rock, Pop, Electronic","The Best of New Order",1994-01-01,04:04,68,89,0,38,95,0,0,-8,G,4,2021-08-13,31MOjWj3CT3dCQsMV2b8Wu,"London Records",9B,GBANP9400071
54,"Sledgehammer","Peter Gabriel",68,96,"art rock","Rock","So (Remastered)",1986-05-19,05:13,66,69,2,0,42,0,0,-5,C♯/D♭,4,2021-08-13,029NqmIySn1kOY305AAhxT,"Real World Productions Ltd.",3B,GBCPB1200864
55,"Everywhere - 2017 Remaster","Fleetwood Mac",85,115,"classic rock, soft rock","Rock","Tango In the Night (Deluxe Edition)",1987-04-13,03:46,73,49,26,1,73,0,0,-11,E,4,2021-08-13,254bXAqt3zP6P50BdQvEsq,"Rhino/Warner Records",12B,USRH11602189
56,"Brother Louie","Modern Talking",79,109,"italo disco, europop, eurodance","Electronic, Pop","Ready For Romance",1986-00-00,03:42,78,84,40,2,83,0,10,-9,C minor,4,2021-08-13,5zWZ9iNevP0397xB3jWV2z,"Hansa Local",5A,DEC738600004
57,"The Riddle","Nik Kershaw",67,102,"","","The Riddle (Expanded Edition)",1984-01-01,03:54,58,66,12,0,90,0,10,-8,A,4,2021-08-13,6sn3FHCq2csvNkq2h9Au8V,"UMC (Universal Music Catalogue)",11B,GBBBY0200033
58,"99 Luftballons","Nena",3,193,"neue deutsche welle, schlager, german pop","Pop, Rock, Easy Listening","99 Luftballons",1984-08-21,03:53,47,44,9,0,59,0,10,-13,E,4,2021-08-13,6HA97v4wEGQ5TUClRM0XLc,"Epic",12B,DEE868300011
59,"Never Too Much","Luther Vandross",76,110,"quiet storm, soul","R&B, Blues","Never Too Much",1981-07-23,03:50,73,59,13,0,76,10,0,-12,D,4,2021-08-13,3nFJbZCHP4d9vduKjJLdBL,"Epic/Legacy",10B,USSM18100805
60,"It's a Sin - 2001 Remaster","Pet Shop Boys",25,127,"synthpop, new wave","Pop, Rock, Electronic","Actually",1987-09-07,04:59,54,86,25,0,29,0,20,-6,C minor,4,2021-08-13,6IDHh3FcwLVcG5NsmpQgg2,"Parlophone UK",5A,GBAYE0100057
61,"Call Me","Blondie",73,143,"","","Atomic/Atomix",1999-01-01,03:32,56,82,0,0,74,0,0,-7,D minor,4,2021-08-13,4qO03RMQm88DdpTJcxlglY,"Parlophone Catalogue",7A,USCH38900008
62,"Money For Nothing","Dire Straits",4,134,"classic rock","Rock","Brothers In Arms",1985-05-13,08:30,67,67,4,0,68,0,0,-9,D minor,4,2021-08-13,31DvHUCSioX0JD7B4kZMJ9,"EMI",7A,GBF088500674
63,"Rhythm Of The Night","DeBarge",67,115,"quiet storm","R&B","Rhythm Of The Night",1985-00-00,03:49,71,76,8,0,96,0,0,-12,B minor,4,2021-08-13,5yGTQzYbEdY6B9RFZJypgt,"UNI/MOTOWN",10A,USMO18500526
64,"This Charming Man - 2011 Remaster","The Smiths",79,104,"new wave, madchester, jangle pop","Pop, Rock","The Smiths",1984-02-20,02:42,61,85,1,0,75,0,0,-6,B,4,2021-08-13,1FvDJ9KGxcqwv1utyPL3JZ,"WM UK",1B,GBCRL1100240
65,"Out of Touch","Daryl Hall & John Oates",66,115,"soft rock","Rock","The Very Best of Daryl Hall / John Oates",2009-02-20,04:09,81,65,4,0,90,0,0,-9,A minor,4,2021-08-13,7zLGHdfJ3JRPxvc96mEPEi,"RCA Records Label",8A,USRC10000836
66,"Japanese Boy","Aneka",55,121,"italo disco","Electronic, Pop","Aneka",1981-00-00,03:57,70,79,3,17,53,0,10,-5,D,4,2021-08-13,4VmmNHz5nigftA0B3GR0M5,"Holyrood",10B,GBABU8104003
67,"Get Down On It - Single Version","Kool & The Gang",64,111,"disco, funk","Pop, R&B","The Very Best Of Kool & The Gang",1999-03-01,03:32,88,63,21,0,97,0,0,-6,G,4,2021-08-13,4yKZACkuudvfd600H2dQie,"Mercury Records",9B,USPR38100044
68,"Love Changes (Everything)","Climie Fisher",64,111,"","","Everything",1988-03-14,04:28,62,87,31,0,81,0,10,-6,F,4,2021-08-13,1y748kOQshZECWk5MddfOv,"Parlophone UK",7B,GBAYE8700120
69,"Breakout","Swing Out Sister",0,113,"","","It's Better To Travel",1987-01-01,03:46,71,56,19,0,78,0,0,-13,E,4,2021-08-13,0Nkbz5ibaSGuyMce9qGMS0,"Universal/Island Def Jam",12B,GBF088690112
70,"Summer Of '69","Bryan Adams",85,139,"","","Reckless (30th Anniversary / Deluxe Edition)",1984-11-05,03:36,51,83,2,0,77,0,0,-6,D,4,2021-08-13,0GONea6G2XdnHWjNZd6zt3,"A&M",10B,USAM18490006
71,"Don't You (Forget About Me) - Remastered","Simple Minds",11,133,"new wave","Pop, Rock","Celebrate (Greatest Hits)",2013-03-25,04:23,60,78,0,9,92,0,0,-8,B minor,4,2021-08-13,0A4PZuepTcIQVvA5m7R0M1,"Virgin Catalogue",10A,GBAAA0100587
72,"Purple Rain","Prince",11,113,"funk rock","R&B, Rock","Purple Rain",1984-06-25,08:40,37,45,4,0,19,0,60,-10,A#/B♭,4,2021-08-13,54X78diSLoUDI3joC2bjMz,"Rhino/Warner Records",6B,USWB10001880
73,"Billie Jean","Michael Jackson",81,117,"","","Thriller 25 Super Deluxe Edition",2008-02-08,04:53,92,65,2,2,85,0,0,-3,B minor,4,2021-08-13,5ChkMS8OtdzJeqyybCc9R5,"Epic/Legacy",10A,USSM19902991
74,"With Or Without You","U2",83,110,"rock","Rock","The Joshua Tree (Super Deluxe)",1987-03-03,04:55,54,43,0,36,11,0,10,-12,D,4,2021-08-13,6ADSaE87h8Y3lccZlBJdXH,"UMC (Universal Music Catalogue)",10B,GBUM70709792
75,"Dancing In the Dark","Bruce Springsteen",85,149,"","","Born In The U.S.A.",1984-06-04,04:01,53,94,1,0,50,0,10,-6,C♯/D♭ minor,4,2021-08-13,7FwBtcecmlpc1sLySPXeGE,"Columbia",12A,USSM18400416
76,"In The Air Tonight - 2015 Remastered","Phil Collins",82,190,"soft rock","Rock","Face Value (Deluxe Editon)",1981-01-01,05:36,45,24,55,0,30,0,0,-14,C,4,2021-08-13,18AXbzPzBS8Y3AkgSxzJPb,"Rhino",8B,USAT21502120
77,"Heaven","Bryan Adams",85,140,"","","Reckless (30th Anniversary / Deluxe Edition)",1984-11-05,04:03,38,59,5,0,33,0,10,-7,A minor,4,2021-08-13,7Ewz6bJ97vUqk5HdkvguFQ,"A&M",8A,USAM18490004
78,"Livin' On A Prayer","Bon Jovi",83,123,"glam metal, rock","Metal, Rock","Slippery When Wet",1986-08-16,04:09,53,89,8,0,79,0,20,-4,C,4,2021-08-13,37ZJ0p5Jm13JPevGcx4SkF,"Island Records",8B,USPR38619998
79,"A Forest","The Cure",69,161,"new wave, post-punk, darkwave","Electronic, Pop, Rock","Seventeen Seconds",1980-04-18,05:54,59,49,42,71,45,0,0,-15,C,4,2021-08-13,4iVTSRiJAA18d3QglhyJ6Q,"Polydor Records",8B,GBALB8000007
80,"Brothers In Arms","Dire Straits",2,79,"classic rock","Rock","Brothers In Arms",1985-05-13,07:04,41,30,53,80,14,0,10,-14,G#/A♭ minor,4,2021-08-13,0CzeAbfKFnxnWjwo5iYiCG,"EMI",1A,GBF088500681
81,"Africa","TOTO",89,93,"soft rock","Rock","Toto IV",1982-04-08,04:55,67,37,26,0,73,0,0,-18,A,4,2021-08-13,2374M0fQpWi3dLnB54qaLX,"Columbia",11B,USSM19801941
82,"Run To You","Bryan Adams",78,127,"","","Reckless (30th Anniversary / Deluxe Edition)",1984-11-05,03:53,56,81,1,0,64,0,20,-6,E,4,2021-08-13,2RWFncSWZEhSRRifqiDNVV,"A&M",12B,USAM18490003
83,"(I've Had) The Time of My Life - From  Dirty Dancing  Soundtrack","Bill Medley,Jennifer Warnes",62,109,"","","Platinum & Gold Collection",2004-07-13,04:49,70,78,9,0,39,0,0,-8,F#/G♭ minor,4,2021-08-13,4BFMQ15vXr626UOoZL8bUI,"BMG Heritage",11A,USRC10300895
84,"The Final Countdown","Europe",79,118,"glam metal","Metal, Rock","The Final Countdown (Expanded Edition)",1986-00-00,05:10,53,84,6,0,19,0,0,-7,F#/G♭ minor,4,2021-08-13,3MrRksHupTVEQ7YbA0FsZK,"Portrait/Epic/Legacy",11A,USSM18600196
85,"Against All Odds (Take a Look at Me Now) - 2016 Remaster","Phil Collins",80,116,"soft rock","Rock","The Singles (Expanded)",2016-10-14,03:26,58,50,20,0,11,0,10,-7,C♯/D♭,4,2021-08-13,63CHa6rmamv9OsehkRD8oz,"Rhino",3B,USRH11603367
86,"Radio Ga Ga - Remastered 2011","Queen",77,112,"classic rock, rock, glam rock","Rock","The Works (2011 Remaster)",1984-02-27,05:48,74,50,18,0,66,0,10,-8,F,4,2021-08-13,1nQRg9q9uwALGzouOX5OyQ,"EMI",7B,GBUM71029623
87,"Pride (In The Name Of Love) - Remastered 2009","U2",71,106,"rock","Rock","The Unforgettable Fire (Deluxe Edition Remastered)",1984-10-01,03:48,46,84,0,0,71,0,70,-7,E,4,2021-08-13,65E62rOSbm7SZbAMYjNTJq,"Universal-Island Records Ltd.",12B,GBUM70817519
88,"Eternal Flame","The Bangles,Susanna Hoffs",70,79,"jangle pop, power pop","Pop, Rock","The Essential Bangles",2004-00-00,03:58,53,36,53,0,40,0,0,-7,E minor,3,2021-08-13,5MoDQWMDMaAGDEiWsJfeCi,"Columbia",9A,USSM18800153
89,"I Want to Know What Love Is - 1999 Remaster","Foreigner",86,81,"album rock, classic rock","Rock","Agent Provocateur",1984-12-12,05:04,48,47,19,0,42,0,10,-10,F#/G♭,4,2021-08-13,1JLn8RhQzHz3qDqsChcmBl,"Atlantic Records",2B,USAT29900662
90,"Born in the U.S.A.","Bruce Springsteen",77,122,"","","Born In The U.S.A.",1984-06-04,04:38,40,95,0,0,58,0,10,-6,E,4,2021-08-13,0dOg1ySSI7NkpAe89Zo0b9,"Columbia",12B,USSM18400406
91,"Shout","Tears For Fears",77,98,"new wave, synthpop","Pop, Rock, Electronic","Songs From The Big Chair",1985-02-25,06:33,51,94,17,0,50,0,10,-10,C,4,2021-08-13,2gQaQUhDCNGfBVXTvxAmXQ,"UMC (Universal Music Catalogue)",8B,GBF088490125
92,"Never Tear Us Apart","INXS",53,97,"","","Kick 30",1987-10-19,03:06,66,61,0,0,18,0,0,-8,C,3,2021-08-13,0P9M370uqlIjYcEiOGppAV,"Petrol Records",8B,GBAMX8700005
93,"Sweet Child O' Mine","Guns N' Roses",19,125,"rock, glam metal, hard rock, classic rock","Rock, Metal","Appetite For Destruction",1987-07-21,05:54,45,91,9,10,63,0,10,-8,F#/G♭,4,2021-08-13,7o2CTH4ctstm8TNelqjb51,"Guns N Roses P&D",2B,USGF18714809
94,"Total Eclipse of the Heart","Bonnie Tyler",4,130,"","","The Very Best Of Bonnie Tyler",1999-02-08,04:29,44,66,20,0,18,0,10,-8,G#/A♭,4,2021-08-13,5prTs2HAw2G4idHZyeFp8o,"Columbia",4B,GBBBN8300002
95,"The Sun Always Shines on T.V. - 2016 Remaster","a-ha",34,126,"new wave, synthpop","Pop, Rock, Electronic","Time and Again: The Ultimate a-ha",2016-03-18,05:06,52,87,2,6,23,0,10,-8,E minor,4,2021-08-13,4SClfuM35ra6vEnWsk5VOc,"Rhino/Warner Records",9A,USRH11600697
96,"Forever Young","Alphaville",85,137,"synthpop","Electronic, Pop","Forever Young",1984-00-00,03:46,49,48,42,0,33,0,20,-9,A minor,4,2021-08-13,4S1VYqwfkLit9mKVY3MXoo,"WM Germany",8A,DEA629260150
97,"Walk Like an Egyptian","The Bangles",62,103,"jangle pop","Pop, Rock","Different Light",1985-07-11,03:24,71,79,1,0,76,0,30,-15,B,4,2021-08-13,3BGbqEDio3ocx1v4egIYr6,"Columbia",1B,USSM18500266
98,"I Want To Break Free - Remastered 2011","Queen",72,109,"classic rock, rock, glam rock","Rock","The Works (2011 Remaster)",1984-02-27,03:18,88,41,8,0,78,0,10,-11,E,4,2021-08-13,1MsBRSbt5dqJSw3RxXtvCM,"EMI",12B,GBUM71106175
99,"Another Day in Paradise - 2016 Remaster","Phil Collins",82,102,"soft rock","Rock","...But Seriously (Deluxe Edition)",1989-11-20,05:22,78,56,74,0,37,0,0,-7,D#/E♭ minor,4,2021-08-13,1NCuYqMc8hKMb4cpNTcJbD,"Rhino",2A,USRH11602150
100,"Smooth Operator - Single Version","Sade",0,119,"","","The Best Of Sade",1997-12-10,04:18,73,58,22,0,96,0,0,-7,A minor,4,2021-08-13,3oQ2qU2IFxL1Qp4pXQrYte,"Epic",8A,GBBBM8400016
101,"Back In Black","AC/DC",87,188,"rock, hard rock, classic rock, rock and roll","Rock","Back In Black",1980-07-25,04:15,31,70,1,1,76,0,0,-6,A,4,2021-08-13,08mG3Y1vljYA6bvDt4Wqkj,"Columbia",11B,AUAP08000046
102,"The Look","Roxette",2,95,"","","Look Sharp! (2009 Version)",1988-10-19,03:57,63,84,5,0,54,0,0,-5,D,4,2021-08-13,0ZfM5XfJTtFPhOxAERRnNY,"Parlophone Sweden",10B,SEAME8878010
103,"Vienna","Ultravox",0,81,"synthpop, new wave","Pop, Rock, Electronic","The Collection",1984-11-02,04:38,58,61,16,23,46,0,10,-10,F,4,2021-08-13,3cbLm923IeoVDOMEPOfosc,"Chrysalis Records",7B,GBAYK8000061
104,"When Doves Cry","Prince",8,126,"funk rock","R&B, Rock","Purple Rain",1984-06-25,05:52,73,99,1,0,84,0,40,-5,A minor,4,2021-08-13,51H2y6YrNNXcy3dfc3qSbA,"Rhino/Warner Records",8A,USWB10001877
