#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
179,"Hold You Down","Quin Nfn,PnB Rock",0,170,"melodic rap","Hip Hop","4NUN",2019-10-25,02:30,59,72,7,0,59,40,10,-5,F minor,4,2020-02-28,3fqE5NwOmCQLz6rt76hXuB,"TenThousand Projects, LLC",4A,QZJ841900031
180,"Thug Love","A Boogie Wit da Hoodie",51,178,"melodic rap","Hip Hop","Artist 2.0",2020-02-14,03:01,54,64,43,0,33,20,10,-5,F minor,4,2020-03-09,4MzhmCOgPB7xb87f1CXjlA,"Highbridge the Label / Atlantic Records",4A,USAT22000600
181,"None Of Your Concern (feat. Big Sean)","Jhené Aiko,Big Sean",63,80,"r&b, ","R&B","Chilombo",2020-03-06,04:19,46,52,86,0,38,20,10,-9,A minor,4,2020-03-26,75MSZRbAbQuzfUV3Pefvut,"Def Jam Recordings",8A,USUM71917202
182,"Skrubs","Lil Durk",0,147,"drill","Hip Hop","Signed To The Streets 3",2018-11-09,04:21,74,67,5,0,52,30,10,-6,G#/A♭ minor,4,2020-04-01,5uNMSSxk4ve8R7yQnUBQAT,"Alamo Records / Interscope",1A,USUM71817836
183,"India","Lil Durk",0,145,"drill","Hip Hop","Signed to the Streets 2.5",2017-10-19,04:24,79,56,8,0,13,30,30,-7,C♯/D♭,4,2020-04-07,2bPYtv3okqX5zpSxtwLBuu,"Lil Durk",3B,USUYG1164683
184,"Repeat After Me (Interlude)","The Weeknd",64,95,"","","After Hours",2020-03-20,03:15,56,62,3,0,14,0,0,-8,C,4,2020-04-09,40U8d12pC5UHqmHwXjHjjl,"Republic Records",8B,USUG12000659
185,"BELIEVE IT","PARTYNEXTDOOR,Rihanna",2,158,"r&b, ","R&B","PARTYMOBILE",2020-03-27,03:03,43,70,9,0,73,20,20,-5,F#/G♭,4,2020-04-10,4HDCLYli2SUdkq9OjmvhSD,"OVO Sound/Warner Records",2B,USWB12000762
186,"Psycho, Pt. 2","Russ",70,83,"","","Psycho, Pt. 2",2016-11-08,02:41,77,55,78,0,42,20,10,-4,A#/B♭,4,2020-04-11,26OhjtaTamFocE08t83ml6,"Russ My Way Inc",6B,TCACT1646486
187,"NOTHING LESS","PARTYNEXTDOOR",0,120,"r&b","R&B","PARTYMOBILE",2020-03-27,03:28,61,30,75,1,31,0,10,-10,F minor,4,2020-04-13,7aGpxzqEndzz82BfUiPOu8,"OVO Sound/Warner Records",4A,USWB12000380
188,"TURN UP","PARTYNEXTDOOR",0,72,"r&b","R&B","PARTYMOBILE",2020-03-27,03:28,44,52,10,0,24,20,0,-9,C♯/D♭ minor,1,2020-04-13,2YuLSGh71kaSX9uzAfBbII,"OVO Sound/Warner Records",12A,USWB12000381
189,"Trap House (feat. Shoreline Mafia)","03 Greedo,Shoreline Mafia",0,97,"","","Still Summer In The Projects",2019-04-19,03:41,74,48,12,0,26,0,0,-6,C♯/D♭ minor,4,2020-04-14,6ZxX2vmH5WLufcOqenLjfb,"Alamo Records / Interscope Records",12A,USUM71904344
190,"Secret (feat. Summer Walker)","21 Savage,Summer Walker",53,130,"r&b","R&B","Secret (feat. Summer Walker)",2020-04-17,03:30,73,50,9,0,50,10,10,-10,F minor,4,2020-04-17,67lKDoCZbRCJDa4RT68eme,"Slaughter Gang, LLC/Epic Records",4A,USSM12002023
191,"Euphoria (feat. Travis Scott & Kaash Paige)","Don Toliver,Kaash Paige,Travis Scott",63,70,"rap","Hip Hop","Heaven Or Hell",2020-03-13,03:36,58,31,52,0,10,0,10,-8,A minor,4,2020-04-20,13QU8HBEBaSTZGq1HzQe9S,"We Run It Ent./Cactus Jack/Atlantic",8A,USAT22001222
192,"What's On Your Mind (feat. Jacquees)","K CAMP,Jacquees",55,129,"r&b","R&B","Kiss 5",2020-04-24,03:51,63,47,3,0,38,20,10,-9,C♯/D♭,4,2020-04-25,0te0mYcVMqRLc4vuDjZ0Yg,"Interscope Records",3B,USUM72006797
193,"Friendly (feat. Yung Bleu)","K CAMP,Yung Bleu",40,113,"","","Kiss 5",2020-04-24,03:40,82,60,17,0,41,30,0,-8,C♯/D♭,4,2020-04-25,5sB8N9IwGTLoqFaJOrXj9m,"Interscope Records",3B,USUM72006785
194,"In My Feelings","03 Greedo",0,140,"","","God Level",2018-06-27,02:51,79,52,3,0,26,10,0,-5,A minor,4,2020-04-28,5PxR6fbCJYQQ05TfCvZ1gr,"Alamo Records",8A,USUYG1205061
195,"Wet","YFN Lucci",0,128,"","","Wet",2020-02-14,03:29,70,64,24,0,32,20,30,-6,C♯/D♭ minor,4,2020-05-05,5ZLrKZgdH1lQn0NMQt1eLR,"Think It's A Game Entertainment, LLC",12A,USUYG1297281
196,"Me & My Bitch","YG,Tory Lanez",0,82,"","","My Krazy Life (Deluxe)",2014-01-01,03:31,74,62,7,0,33,20,30,-8,C,4,2020-05-10,6saVm6PTYfMwBEDjvkHM3p,"Def Jam Recordings",8B,USUM71400920
197,"Selfish","Blxst,Bino Rideaux",44,101,"","","Sixtape",2019-08-28,02:16,56,41,79,0,58,30,10,-8,C♯/D♭ minor,4,2020-06-05,4wb5ZvhB4i1AXI2UYiHb8f,"Evgle / Out The Blue Records",12A,QZHN31944468
198,"Like Me (with PnB Rock)","Pop Smoke,PnB Rock",59,120,"brooklyn drill, drill, new york drill, melodic rap","Hip Hop","Meet The Woo 2 (Deluxe)",2020-02-12,03:10,61,61,40,0,56,40,20,-6,F minor,5,2020-07-10,7knEYd7b0UcbjgChHX7QBq,"Victor Victor Worldwide",4A,USUM72003034
199,"What You Know Bout Love","Pop Smoke",79,84,"brooklyn drill, drill, new york drill","Hip Hop","Shoot For The Stars Aim For The Moon",2020-07-03,02:40,71,55,65,0,54,30,10,-8,A#/B♭,4,2020-07-11,1tkg4EHVoqnhR6iFEXb60y,"Victor Victor Worldwide",6B,USUM72013339
200,"Mood Swings (feat. Lil Tjay)","Pop Smoke,Lil Tjay",78,180,"brooklyn drill, drill, new york drill, melodic rap","Hip Hop","Shoot For The Stars Aim For The Moon",2020-07-03,03:33,48,60,49,0,27,30,0,-6,A#/B♭ minor,4,2020-07-11,5rZlwNFl01HqLWBQGryKSm,"Victor Victor Worldwide",3A,USUM72013632
201,"Something Special","Pop Smoke",66,91,"brooklyn drill, drill, new york drill","Hip Hop","Shoot For The Stars Aim For The Moon",2020-07-03,02:38,74,62,25,0,65,0,10,-7,G minor,4,2020-07-11,5kkaSMcf4BFlhRRICCKZb6,"Victor Victor Worldwide",6A,USUM72013344
202,"Ride With Me","42 Dugg",0,150,"","","Young & Turnt 2 (Deluxe)",2020-06-19,01:56,70,65,1,0,30,0,30,-8,C,3,2020-07-21,7smaIjhdcaXYwgkdl6dEe9,"4PF/CMG",8B,USUYG1302335
203,"Us vs. The World (feat. Chris Brown & Teyana Taylor)","Fabolous,Chris Brown,Teyana Taylor",47,82,"r&b, ","R&B","Summertime Shootout 3: Coldest Summer Ever",2019-11-29,05:49,61,45,13,0,21,10,10,-10,F#/G♭ minor,4,2020-07-24,6MlaM7a4XAM3DM4Dac2pTd,"Def Jam Recordings",11A,USUM71923155
204,"Overrated","Blxst",33,98,"","","Overrated",2020-08-07,02:26,84,55,63,0,47,10,10,-6,C♯/D♭,4,2020-08-07,4iRiKeQRGO5etc9rBughYn,"Red Bull Records Inc. / Evgle LLC",3B,USP6L2000517
205,"We Both Know","Derez De’Shon",0,115,"","","Pain 2",2018-12-14,03:30,57,68,7,0,35,10,10,-7,C♯/D♭,5,2020-08-17,2pKQY8NF3IkJW9j5uHM3CZ,"Commission/BMG",3B,QMRSZ1802702
206,"Actin' Different (feat. Dreezy)","Derez De’Shon,Dreezy",0,155,"","","Pain 2",2018-12-14,03:18,61,65,13,0,15,30,10,-6,G#/A♭,4,2020-08-17,4HkKrLKsNPaRrX7N5X0alw,"Commission/BMG",4B,QMRSZ1802693
207,"Time For It - Remix","Azjah,Shordie Shordie,Kalan.FrFr",32,95,"","","Time For It",2019-11-08,04:00,69,59,5,0,39,0,40,-5,C♯/D♭,4,2020-08-17,3lvCFcSkkej9SC8a4gwJNG,"Rocc Solid Ent / EMPIRE",3B,USUYG1278730
208,"Change Ya Life","Shoreline Mafia,OHGEESY,Fenix Flexin",59,100,"","","Mafia Bidness",2020-07-31,02:40,89,64,1,0,28,0,10,-7,G,4,2020-08-23,0y0CMYyM4jnqFd2RVALYYP,"Atlantic Records",9B,USAT22004473
209,"Talk","Khalid,Disclosure",66,136,"house","Electronic","Talk",2019-02-07,03:17,90,40,5,0,34,10,0,-8,C,4,2020-09-01,0rTV5WefWd1J3OwIheTzxM,"Right Hand Music Group, LLC/RCA Records",8B,USRC11900004
210,"You Got It","Vedo",71,122,"","","For You",2020-03-27,03:23,76,43,14,0,39,10,10,-9,F,4,2020-09-05,4lsHZ92XCFOQfzJFBTluk8,"New Wav Music Group / Island Prolific / EMPIRE",7B,USUYG1299206
211,"Beautiful Pain (Losin My Mind)","Polo G",62,80,"","","THE GOAT",2020-05-15,02:51,60,48,14,0,51,60,10,-10,C♯/D♭ minor,4,2020-09-13,4SIB2yxKoFOrbkjA4zfQbB,"Columbia",12A,USQX92000782
212,"Substance","03 Greedo",0,71,"","","The Wolf of Grape Street",2018-03-09,03:39,60,32,26,0,20,0,10,-14,D#/E♭ minor,4,2020-09-15,1dOlBYd9p7MC2BAvWzP4zb,"Alamo Records",2A,USUYG1183222
213,"Throat Baby (Go Baby)","BRS Kash",48,132,"","","Throat Baby (Go Baby)",2020-07-24,03:38,90,52,1,0,21,10,10,-7,E minor,4,2020-09-18,31iqpzg1ZXLLgq0L5iIwLe,"LVRN/Interscope Records",9A,TCAEN1969372
214,"Just Another Interlude","Bryson Tiller",64,93,"r&b","R&B","T R A P S O U L (Deluxe)",2020-09-25,03:04,58,55,16,0,52,30,20,-9,C♯/D♭,4,2020-09-26,4Vwg5CDYqAOf50Rt1WC6Kh,"TrapSoul/RCA Records",3B,USRC12003145
215,"Self Righteous","Bryson Tiller",64,100,"r&b","R&B","T R A P S O U L (Deluxe)",2020-09-25,04:01,52,58,20,0,23,20,20,-7,G,3,2020-09-26,4w9dTbEcJx8uBTxGvUYC0h,"TrapSoul/RCA Records",9B,USRC12003146
216,"Always Forever","Bryson Tiller",60,147,"r&b","R&B","A N N I V E R S A R Y",2020-10-02,02:50,61,49,17,0,33,10,10,-7,A#/B♭ minor,4,2020-10-02,1LV5cAo02H8h5YlZNcjULM,"TrapSoul/RCA Records",3A,USRC12003171
217,"I'm Ready For You","Bryson Tiller",56,179,"r&b","R&B","A N N I V E R S A R Y",2020-10-02,02:54,74,64,23,0,89,40,10,-6,C minor,4,2020-10-02,1zmv0tPVWdbCuvBw90MYwO,"TrapSoul/RCA Records",5A,USRC12003020
218,"Things Change","Bryson Tiller",54,146,"r&b","R&B","A N N I V E R S A R Y",2020-10-02,03:34,76,61,25,0,49,30,10,-5,A minor,5,2020-10-02,0LLsvPLHxlUk1x8r77H2b6,"TrapSoul/RCA Records",8A,USRC12003230
219,"Time","Blxst,Bino Rideaux",47,100,"","","Sixtape",2019-08-28,02:33,74,28,80,0,74,0,10,-11,C minor,4,2020-10-14,7KCf8e64RVMkMDkbGZFXgY,"Evgle / Out The Blue Records",5A,QZHN31944470
220,"Right Now","Blxst,Bino Rideaux",38,102,"","","Sixtape",2019-08-28,02:29,63,50,73,0,27,10,10,-8,A#/B♭,4,2020-10-14,3iVapgOirA9uyDRpq12eCe,"Evgle / Out The Blue Records",6B,QZHN31944469
221,"Trust","Brent Faiyaz",78,92,"r&b","R&B","Lost",2018-10-19,02:38,76,39,23,0,47,10,10,-9,G#/A♭,4,2020-10-20,0oufSLnKQDoBFX5mgkDCgR,"Lost Kids / Human Re Sources",4B,QM24S1837815
222,"You Belong To Somebody Else","DeJ Loaf,Jacquees",67,115,"r&b","R&B","Fuck A Friend Zone",2017-02-10,03:38,79,47,33,0,29,0,20,-7,C♯/D♭ minor,4,2020-10-20,7izlgARoZsidRx23DOBhad,"Yellow World / The Dispensary",12A,QZFL21812044
223,"Timeless Interlude","Bryson Tiller",54,149,"r&b","R&B","A N N I V E R S A R Y",2020-10-02,02:59,47,43,82,0,24,10,10,-9,F#/G♭ minor,4,2020-10-20,6Iw6fQVKZi0fWtEQBrTFcP,"TrapSoul/RCA Records",11A,USRC12003232
224,"Hit Different","SZA,The Neptunes,Pharrell Williams,Ty Dolla $ign",71,120,"r&b, ","R&B","Hit Different",2020-09-04,03:22,68,52,20,0,72,0,10,-6,C minor,4,2020-10-22,7Bar1kLTmsRmH6FCKKMEyU,"Top Dawg Entertainment/RCA Records",5A,USRC12002998
225,"Go Crazy","Chris Brown,Young Thug",76,94,"r&b, rap, melodic rap, trap","Hip Hop, R&B","Slime & B",2020-05-08,02:56,76,58,32,0,58,10,20,-9,C minor,4,2020-12-27,1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown Entertainment/300 Entertainment/RCA Records",5A,USRC12001468
226,"India Pt. 3","Lil Durk",0,160,"drill","Hip Hop","The Voice",2020-12-24,02:09,66,53,20,0,43,50,10,-13,A,4,2020-12-28,2ceQGHR8InHg4PxiN563XT,"Alamo (Geffen Records)",11B,USUM72024660
227,"Wanted You (feat. Lil Uzi Vert)","NAV,Lil Uzi Vert",62,147,"melodic rap","Hip Hop","RECKLESS",2018-05-18,03:48,80,73,23,0,63,0,20,-4,A minor,4,2021-01-02,1Faq8G2y56A8fRv7HsLq25,"Republic Records",8A,USUG11702054
228,"PERSIAN RUGS","PARTYNEXTDOOR",1,110,"r&b","R&B","PARTYPACK",2020-10-16,02:54,77,43,5,0,15,0,10,-8,C♯/D♭ minor,4,2021-01-11,02UJ1sCanP94fS2MdsWafh,"OVO Sound/Warner Records",12A,USWB12004216
229,"You're Mines Still","Yung Bleu",48,82,"","","Love Scars: The 5 Stages Of Emotions (Deluxe)",2020-10-16,03:41,56,47,37,0,46,30,10,-8,F minor,1,2021-01-19,3wJ1OyP3Fugmi8t41e1zQ6,"Moon Boy University / EMPIRE",4A,USWB12004394
230,"Miss It","Bino Rideaux",9,100,"","","Sorry 4 tha Wait",2019-07-11,03:32,79,45,41,0,48,10,10,-11,D#/E♭ minor,4,2021-02-05,7sUlUzsqAdavc711r1VMQl,"Out The Blue Records",2A,TCAEI1916167
231,"Tell Me","Kee Riche$",24,81,"","","Tell Me",2019-11-01,03:10,41,41,39,0,27,20,10,-12,G minor,3,2021-02-05,3o1ItbRUIBeeAAmYRJFcyS,"Get Rich",6A,CA5KR1967132
232,"Love Song","Kalan.FrFr,Damar Jackson",0,75,"","","Love Song",2018-11-12,03:12,68,57,39,0,59,10,10,-8,A minor,4,2021-02-05,03AT3xf1kDFzlaeFKOfAii,"First Class Entertainment",8A,QM24S1842045
233,"Wake It Up","Blxst,Bino Rideaux",53,98,"","","Sixtape",2019-08-28,02:40,69,38,76,0,23,0,30,-14,G#/A♭,4,2021-02-05,3Pbtt8jhlmxlRO8zpf6Uzh,"Evgle / Out The Blue Records",4B,QZHN31944467
234,"Bacc Home","Blxst,Bino Rideaux",43,105,"","","Sixtape",2019-08-28,03:02,85,40,37,0,29,40,10,-12,B minor,4,2021-02-05,79zXkvfi2y5VsqJMcD3TAP,"Evgle / Out The Blue Records",10A,QZHN31944466
235,"Fine Ass","Kalan.FrFr",0,100,"","","TwoFr",2018-07-01,03:09,80,57,24,0,26,0,10,-6,G,4,2021-02-05,0tQn8cmkoSCZOaceCiX6sD,"First Class Entertainment",9B,TCADH1750539
236,"Cry to Me","Kalan.FrFr",0,150,"","","Hurt",2018-04-11,02:35,63,30,11,0,18,10,0,-15,G#/A♭ minor,4,2021-02-05,7ya5YwXQHVZ8KriAHruqhm,"Kalan.frfr",1A,TCADP1803210
237,"Hold You Down","Kalan.FrFr",0,130,"","","Hurt",2018-04-11,02:17,76,33,12,0,14,10,10,-13,E minor,4,2021-02-05,5ZNcbhXqwDvhAmWwLcvCE8,"Kalan.frfr",9A,TCADP1803218
238,"On Your Mind","Kalan.FrFr",0,184,"","","Hurt",2018-04-11,02:28,53,19,45,0,20,0,0,-16,G minor,4,2021-02-05,2lnwWWhO5YR2aMXnIc50wG,"Kalan.frfr",6A,TCADP1803219
239,"About Us","Kalan.FrFr",0,151,"","","Hurt",2018-04-11,02:41,59,55,3,0,20,30,10,-8,C♯/D♭,4,2021-02-05,4xBG2zN1RujPi3pal2Dt12,"Kalan.frfr",3B,TCADP1803208
240,"Calling My Phone","Lil Tjay,6LACK",6,105,"brooklyn drill, melodic rap, ","Hip Hop","Calling My Phone",2021-02-12,03:25,91,39,45,0,20,0,10,-8,E minor,4,2021-02-12,5Kskr9LcNYa0tpt5f0ZEJx,"Columbia",9A,USSM12100388
241,"PEACE OF MIND","PARTYNEXTDOOR",0,99,"r&b","R&B","COLOURS 2",2017-06-02,05:03,78,37,28,0,43,0,0,-5,C♯/D♭ minor,4,2021-02-26,46HZ8l9wPo9JNsk7dZLamb,"OVO Sound/Warner Records",12A,USWB11700876
242,"Show Me Up","Lil Tecca",54,128,"melodic rap, rap","Hip Hop","Show Me Up",2021-04-06,02:46,67,45,16,0,22,0,0,-10,F#/G♭ minor,4,2021-05-08,3BGppswSnFNGUSFiJ6rj4n,"Galactic / Republic Records",11A,USUM72105250
243,"She Don't (feat. Ty Dolla $Ign)","Ella Mai,Ty Dolla $ign",72,100,"r&b, ","R&B","Time",2016-02-15,04:24,65,48,27,0,15,0,10,-8,G minor,4,2021-05-13,01JPQ87UHeGysPVwTqMJHK,"10 Summers Records",6A,TCACM1652825
244,"Movie","Blxst,Bino Rideaux",39,95,"","","Movie",2021-05-28,02:07,44,61,24,0,66,10,10,-6,F,4,2021-06-03,55mmAY09sc3CccPpAdUqo4,"EVGLE LLC and Out The Blue Records LLC/Def Jam Recordings licensed exclusively to Red Bull Records",7B,USP6L2100660
245,"late at night","Roddy Ricch",61,99,"melodic rap","Hip Hop","late at night",2021-06-04,02:54,64,40,34,0,11,40,10,-11,C♯/D♭ minor,4,2021-06-04,1fxYz1s15pyZLsJT0Hdh1m,"Atlantic Records",12A,USAT22102236
246,"Real Luv (feat. Summer Walker)","Moneybagg Yo,Summer Walker",41,97,"memphis rap, r&b","Hip Hop, R&B","Time Served",2020-01-10,03:19,78,56,2,0,16,0,10,-6,C♯/D♭,4,2021-06-28,6BuTO7L1k13ZWygo1coYu7,"N-Less Entertainment/Interscope Records",3B,USUM72000039
247,"White Tee (with NO1-NOAH)","Summer Walker,NO1-NOAH",68,125,"r&b, ","R&B","Life On Earth - EP",2020-07-10,03:31,79,37,74,0,34,10,10,-8,C♯/D♭,4,2021-07-01,5m0eMnsWwzgGsUxe1mhFYR,"LVRN/Interscope Records",3B,USUM72013570
248,"Wrong or Right","Blxst",40,100,"","","No Love Lost (Deluxe)",2020-12-04,02:43,75,53,47,0,46,20,10,-5,F#/G♭,4,2021-08-01,4Z84PdHNzSag4M9pwOkGPB,"Red Bull Records Inc. / Evgle LLC",2B,USP6L2000519
249,"Overrated","Blxst",42,98,"","","No Love Lost (Deluxe)",2020-12-04,02:26,84,55,63,0,47,10,10,-6,C♯/D♭,4,2021-08-01,56o6iDAZaFCRrl3dboK3aE,"Red Bull Records Inc. / Evgle LLC",3B,USP6L2000517
250,"Be Alone","Blxst",42,93,"","","No Love Lost (Deluxe)",2020-12-04,02:34,61,62,83,0,69,40,10,-5,G#/A♭ minor,4,2021-08-01,4gH4YiWmaE3r86gRriyRRM,"Red Bull Records Inc. / Evgle LLC",1A,USP6L2000521
251,"Just Say'n","Blxst",41,166,"","","No Love Lost (Deluxe)",2020-12-04,02:53,69,51,73,0,19,0,10,-4,C,4,2021-08-01,4Wwk3nX3xuAuhDSy9OZzAm,"Red Bull Records Inc. / Evgle LLC",8B,USP6L2000522
252,"Pipe Down","Drake",75,78,"rap","Hip Hop","Certified Lover Boy",2021-09-03,03:25,52,69,13,0,59,10,10,-6,A,4,2021-09-03,11pEKMLmavDu8fxOB5QjbQ,"OVO",11B,USUG12104406
253,"Yebba’s Heartbreak","Drake,Yebba",80,120,"rap, ","Hip Hop","Certified Lover Boy",2021-09-03,02:13,48,16,97,4,9,0,10,-12,G#/A♭ minor,4,2021-09-03,1PDP7mLiAMwhfmgIwzhOm2,"OVO",1A,USUG12104407
254,"NO MAKEUP (feat. King Combs)","Bino Rideaux,King Combs",35,102,"","","NO MAKEUP",2021-09-10,02:21,71,42,31,0,43,20,10,-11,A#/B♭ minor,4,2021-09-11,7ijwyPMGenvi6eo6g7Vvpn,"Do What You Love/Def Jam PS",3A,USUM72112840
255,"Might Do Well","Blxst,Bino Rideaux",40,199,"","","Sixtape 2",2021-07-16,02:43,44,55,9,0,46,30,10,-7,C♯/D♭ minor,4,2021-09-15,3hfHn1dCqCwMIffEw4h0CS,"EVGLE & Out The Blue/Def Jam exclusively licensed to Red Bull Records",12A,USP6L2100703
256,"Still Your Best","GIVĒON",43,114,"r&b","R&B","When It's All Said And Done",2020-10-01,02:57,53,41,48,0,22,0,10,-8,F#/G♭,1,2021-10-03,4mPqY3ys5yhDmCCA9AKLNk,"Epic/Not So Fast",2B,USSM12005368
257,"WFM","RealestK",57,80,"","","WFM",2021-10-06,02:16,44,18,72,0,25,0,10,-18,C♯/D♭,4,2021-10-11,18ddJHQ7CUzNBiy55L0Xjj,"1893821 Records DK",3B,QZNWS2127360
258,"Honey - Medasin Remix","KUČKA,Medasin",52,98,"future bass","Electronic","Honey Remixed",2016-04-06,03:50,45,72,72,0,47,50,10,-7,C♯/D♭ minor,4,2021-10-16,7vBEx9HgiEJDMwougw5bsa,"KUČKA",12A,AUAMF1600002
259,"Pride 2 The Side","Bino Rideaux",21,83,"","","Pride 2 The Side",2020-04-07,02:41,58,43,1,0,9,30,0,-13,F#/G♭ minor,4,2021-10-28,5iRpL0NbyG935xdRejtXc4,"Do What You Love/Def Jam PS",11A,USUM72007413
260,"SWM","RealestK",54,124,"","","SWM",2021-07-23,03:06,67,19,72,0,28,0,10,-18,E minor,3,2021-11-01,3KSTkueMWhuXj0oI4DPysR,"1893821 Records DK",9A,QZK6K2135227
261,"Tonight","Summer Walker",70,106,"r&b","R&B","Over It",2019-10-04,02:56,72,53,17,0,22,0,0,-7,C♯/D♭,4,2021-11-10,1qC6px1TOZgQFoTSOFUaBr,"LVRN/Interscope Records",3B,USUM71919108
262,"Happier Than Ever","ASTN",64,98,"","","Happier Than Ever",2021-11-09,01:49,67,46,34,0,27,40,10,-7,F#/G♭ minor,4,2021-11-14,7es56D0QedGMsK39wl2yFX,"ASTN",11A,QZN882171316
263,"Sativa","Jhené Aiko,Swae Lee",80,126,"r&b, ","R&B","Trip",2017-09-22,04:36,74,61,32,0,72,0,50,-7,F#/G♭ minor,4,2021-11-16,2pg2TiYo9Rb8KeB5JjP7jS,"Def Jam Recordings",11A,USUM71710460
264,"Never Call Me","Jhené Aiko,Kurupt",63,99,"r&b, g-funk, west coast hip hop, gangster rap","Hip Hop, R&B","Trip",2017-09-22,04:30,48,31,87,0,13,20,10,-10,D minor,3,2021-11-16,0WXct4PcELq8Jh1R4Yhw4W,"Def Jam Recordings",7A,USUM71710485
265,"Remember Me","Jeremih",60,134,"","","Late Nights: The Album",2015-12-04,02:55,53,32,65,0,4,0,10,-9,C♯/D♭ minor,4,2021-11-16,2fUazQuDcmHbKYfPoXWpZU,"Def Jam",12A,USUM71513402
266,"be mine this christmas","Bryson Tiller",39,86,"r&b","R&B","A Different Christmas",2021-11-19,03:23,62,62,21,0,73,40,30,-7,F#/G♭ minor,4,2021-11-27,2TYcxKCale4adLTwDRKkmV,"TrapSoul/RCA Records",11A,USRC12102900
267,"presents (feat. Kiana Ledé)","Bryson Tiller,Kiana Ledé",41,84,"r&b, ","R&B","A Different Christmas",2021-11-19,02:40,72,65,8,0,48,10,10,-7,A#/B♭ minor,4,2021-11-27,4QyO5yNf3W534HK5gI1lMA,"TrapSoul/RCA Records",3A,USRC12102946
268,"F*****g Fans","Drake",65,87,"rap","Hip Hop","Certified Lover Boy",2021-09-03,04:05,78,42,21,0,17,10,10,-10,E minor,4,2022-01-04,3RkNXZvOSMMElmmXztDc94,"OVO",9A,USUG12104414
269,"Like I Want You","GIVĒON",80,120,"r&b","R&B","TAKE TIME",2020-03-27,04:20,68,36,76,0,44,0,10,-8,A#/B♭ minor,3,2022-01-20,6qBFSepqLCuh5tehehc1bd,"Epic/Not So Fast",3A,USSM11914370
270,"Always n Forever (feat. Lil Baby)","Mariah the Scientist,Lil Baby",70,162,"alternative r&b, ","Pop, R&B","RY RY WORLD",2021-07-09,03:17,63,46,26,0,22,20,20,-10,C♯/D♭,4,2022-02-11,6dbENHQHHtWRai4snSvy2w,"One Umbrella/RCA Records",3B,USRC12000520
271,"Good Evening","Shordie Shordie,Murda Beatz",47,100,"","","Memory Lane",2021-02-26,02:17,70,67,2,0,43,20,10,-8,A minor,4,2022-02-23,5HG4ipny0N1oGdeYkHbggO,"Warner Records",8A,USWB12004268
272,"Essence (feat. Justin Bieber & Tems)","Wizkid,Justin Bieber,Tems",61,104,"afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, alté","R&B, Traditional Music, Electronic, Pop, Hip Hop","Essence (feat. Justin Bieber & Tems)",2021-08-13,04:23,84,69,2,0,58,10,10,-6,C,4,2022-03-04,1mSdbey7RstGLY2udgXv74,"Starboy/RCA Records",8B,USRC12102450
273,"WAIT FOR U (feat. Drake & Tems)","Future,Drake,Tems",85,83,"rap, afrobeats, alté, afrobeat","R&B, Traditional Music, Electronic, Hip Hop","I NEVER LIKED YOU",2022-04-29,03:09,46,64,31,0,34,30,0,-4,C♯/D♭,4,2022-04-29,59nOXPmaKlBfGMDeOVGrIK,"Epic/Freebandz",3B,USSM12203789
274,"LOVE YOU BETTER","Future",53,75,"rap","Hip Hop","I NEVER LIKED YOU",2022-05-02,02:09,71,36,48,0,54,20,10,-9,F,4,2022-05-05,40zU9RnT0liuXMjornRlhn,"Epic/Freebandz",7B,USSM12203790
275,"Finesse","Drake",76,95,"rap","Hip Hop","Scorpion",2018-06-29,03:02,81,32,13,0,30,0,10,-8,C minor,4,2022-05-24,2WP8G2pdddDmnh1xbfKBOI,"Cash Money/Drake LP6",5A,USCM51800225
276,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert,Oh Wonder",80,82,"melodic rap, ","Hip Hop","Luv Is Rage 2",2017-08-25,03:41,70,76,62,0,70,0,10,-4,C♯/D♭,4,2022-05-28,2eAZfqOm4EnOF9VvN50Tyc,"Generation Now/Atlantic",3B,USAT21703429
277,"OUTTA LINE","Bino Rideaux,Ty Dolla $ign",32,93,"","","OUTTA LINE",2022-06-17,02:43,42,60,8,0,46,30,30,-9,C♯/D♭ minor,1,2022-06-18,2HghsZnVNsZhUeVl6VlbS8,"Do What You Love/Def Jam PS",12A,USUM72120293
278,"FEELING YOURSELF (feat. Kalan.FrFr)","Bino Rideaux,Kalan.FrFr",19,180,"","","SORRY 4 THA WAIT II",2022-07-01,03:17,46,48,50,0,57,20,30,-10,C♯/D♭ minor,3,2022-07-01,6DwgU2EL0pYlyNNcoxUJXW,"Do What You Love/Def Jam PS",12A,USUM72120296
279,"Bother You","Bino Rideaux",37,95,"","","Bother You",2019-07-16,02:52,71,69,39,0,51,0,30,-8,A#/B♭ minor,4,2022-07-06,0c8QrFFRcdEBiJdIRJhIOh,"Out The Blue Records",3A,TCAEI1936548
