Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness,lyrics
Dylan Gossett,Tree Birds,G Major,180,9B,64,67,46,62,"Burnt fingers and broken lighters
We're far aways from the house
And we're singin' songs like the tree birds
Melodies just sound better from your mouth

Well I'd ask you to dance if you don't mind
And I'll spin you around and watch you twirl just like a top
And the weather was treatin' us awfully kind
With a sunset so damn pretty the moon stayed out to watch

You remind me that there's something up above
Do I deserve all your love? I swear I don't
When you need me just know that I'll show up
I'll go anywhere state, city or town
I promise you're the best damn thing from the south, yeah

You and the sun are one in the same
How your Yellowstone eyes seem to lighten up my day
Now I'm falling deep inside your gaze
So don't close your eyes and take my sunshine away, oh

You remind me that there's something up above
Do I deserve all your love? I swear I don't
When you need me just know that I'll show up
I'll go anywhere state, city or town
I promise you're the best damn thing from the south, yeah

You remind me that there's something up above
Do I deserve all your love? I swear I don't
When you need me just know that I'll show up
I'll go anywhere state, city or town
I promise you're the best damn thing from the south, yeah"
Dylan Gossett,Somewhere Between,G Major,145,9B,58,78,38,24,"Metal tracks and westbound trains
This cold in my bones is gettin' to my brain
And I'm a million miles from yesterday
I wake up each morning, each morning's the same
Metal tracks and westbound trains

Dandelions and fresh sunflowers
The moon's coming out, the engine grows louder
And I'm not running from a thing but running towards
The plain hard fact that I belong by
Dandelions and fresh sunflowers

I'm somewhere between Kansas and coal
And Colorado snow, don't care anymore
'Long as I'm gettin' where I go
And I'm from Mississippi where nobody missed me
So I'm travelin' on
So tonight I'll call this train my home

Heart made of stone and eyes made of glass
When I'm riding these rails I'm chasing my past
And I once had a lover and, good God, I loved her
But she was gone too fast
With a heart made of stone and eyes made of glass

I'm somewhere between Salt Lake and red freights
And I hope that soon I'll be done with snowflakes
I'm still just travelin' on
An empty bottle of whiskey cuts through like mesquite
But it keeps me warm
So tonight I'll call this whiskey home

Oh, and I like to think that I'm just a travelin' soul
When the music plays, I'd like to have a spot at his show
But for now, I'm sittin' 'tween two tanks of oil
Writin' this song to pass the time, followin' these roads

And Lord, I know
Please don't leave me 'lone
I will follow
One day I will come home

When I finally reach the west coast
Maybe then I'll just float and stay for a while
Maybe I'll get back on the line
'Cause for a man like me, I need room to breathe
Being on my own is where I feel free
So I'll decide when I get where I'm goin'"
Dylan Scott,My Girl,C# Major,95,3B,70,72,65,24,"She looks so pretty with no makeup on (With no makeup on, with no makeup on)
You should hear her talkin' to her mama on the phone (To her mama on the phone, to her mama on the phone)
I love it when she raps to an Eminem song (Eminem song, Eminem song)
That's my girl
Man, her eyes really drive me crazy
You should see her smile when she holds a baby
I can honestly say that she saved me
My girl, yeah

Yeah, that's my girl in the passenger seat
Windows down, dancin' around, causin' a scene
That's my girl, sipping Crown and Sprite
In a ball cap, turned back, ooh, she got me like
Yeah, baby girl, you gone and done it again
Makin' all the guys wishin’ you were with them
But I bet they don't see what I see when I see my girl

Every night when she goes to bed
She hits her knees and bows her head
Thanks the Lord for another day
I just thank Him for my girl, yeah

Yeah, that's my girl in the passenger seat
Windows down, dancin' around, causin' a scene
That's my girl, sippin' Crown and Sprite
In a ball cap, turned back, ooh, she got me like
Yeah, baby girl, you gone and done it again
Makin' all the guys wishin’ you were with them
But I bet they don't see what I see when I see my girl
Oh, my girl

Yeah, that's my girl
In my truck, in the songs that I sing with the radio up
My girl
In my heart, in my soul and the air that I breathe every day
That's my girl
Yeah, everything
My girl

That's my girl in the passenger seat
Windows down, dancin' around, causin' a scene
That's my girl, sippin' Crown and Sprite
In a ball cap, turned back, ooh, she got me like
Yeah, baby girl, you gone and done it again
Makin' all the guys wishin’ you were with them
But I bet they don't see what I see when I see my girl
Oh, my girl
Yeah, that's my girl"
Dynoro,Hangover,F Major,128,7B,59,83,70,15,"And I can drink until dawn, dawn
Got a hangover, oh
Grow up, up
And I can drink until dawn, dawn
Got a hangover, oh
I got a little bit trashed last night, night
I got a little bit wasted
And I can drink until dawn, dawn
Got a hangover, oh
Grow up, up
And I can drink until dawn, dawn
Got a hangover, oh
Ohhh
I got a hangover, whoa!
I've been drinking too much for sure
I got a hangover, whoa!
I got an empty cup pour me some more
I got a hangover, whoa!
I've been drinking too much for sure
I got a hangover, whoa!
I got an empty cup pour me some more
So I can go until dawn, dawn
Got a hangover, oh
Grow up, up
Drink until dawn, dawn
Got a hangover, oh
Oh grow up, oh

Go until I blow up, eh
And I can drink until I throw up, eh
And I don't ever ever want to grow up, eh
I wanna keep it going, keep keep it going, come on
I got a hangover, whoa!
I've been drinking too much for sure
I got a hangover, whoa!
I got an empty cup pour me some more
Go until I blow up, eh
And I can drink until I throw up, eh
And I don't ever ever want to grow up, eh
I wanna keep it going, keep keep it going, come on"
Eagles,Hotel California - 2013 Remaster,D Major,147,10B,87,51,58,61,"Karanlık bir çöl yolunda
Saçım da soğuk bir rüzgar
Colitaların ılık kokusu
Gökyüzüne yükseliyor
Uzakta bir yerde
Parlak bir ışık gördüm
Kafam ağırlaştı ve görüşüm bulanıklaştı
Gece için durmam gerekti



Orda kapı yolunda duruyordu
Görev zilini duydum
Ve kendi kendime düşündüm

'Bu cennette olabilir, cehennem de'
Sonra kız bir mum yaktı
Ve bana yolu gösterdi
Koridorda sesler vardı
Sanırım şöyle dediklerini duydum



Hotel California'ya hoşgeldiniz
Çok sevimli bir yer (Çok sevimli bir yer)
Çok sevimli bir yüz
Hotel California'da çokça oda var
Senenin herhangi bir zamanı (senenin herhangi bir zamanı)
Burda bulabilirsin



Onun aklı mücеvherlerde
Onun Mеrcedes bends'i var
Arkadaş diye çağırdığı
Bir sürü tatlı erkek arkadaşları var
Sahne de nasıl dans ediyorlar
Tatlı yaz terinde
Bazı danslar hatırlanmak içindir
Bazı danslar unutmak



Kaptana seslendim
""Lütfen bana şarabımı getir""
""Biz de 1969'dan beri o içki yok"" dedi
Ve hala o sesler çok uzaklardan çağırıyor
Seni gecenin ortasında uyandırır
Sadece şunu duyman için



Hotel California'ya hoşgeldiniz
Çok sevimli bir yer (Çok sevimli bir yer)
Çok sevimli bir yüz
Hotel California'da yaşıyorlar
Ne güzel bir süpriz (ne güzel bir süpriz)
Bahanelerinizi getirin



Tavan da aynalar
Buzda büyük pembe şampanya
Ve o dedi ki ""Burada hepimiz sadece kendimizin tutsağız""
Ve ana salonda
Ziyafet için toplandılar
Onu çelik bıçaklarıyla doğradılar
Ama canavarı öldüremezler



Hatırladığım son şey
Kapıya koşutuğumdu
Daha önce olduğum yere giden
Geçidi tekrar bulmalıydım
""Sakinleş"" dedi adam
Varmak için programlandık
""İstediğin zaman çıkış yapabilirsin
Ama asla ayrılamazsın"""
Eagles,Life in the Fast Lane - 2013 Remaster,A Major,110,11B,75,76,67,88,
"Earl Sweatshirt, RZA",Molasses (feat. RZA),C# Major,79,3B,60,76,50,81,"Search inside my purse to buy something worthless

99 problems all gone in that one joint
And that neck gold froze like he held it at gunpoint
I'm a bubble in the belly of the monster
With a duffel full of troubles, trunk rattle in the Mazda
Ragged with the contra, ""Phantom of the Opera""
And I'm standing on the cop's truck, stacking for the long run
The bags packed, roadside with the thumb out
Toe-tagged, don't gag, spit your gum out
Nomadic, chrome-grabbing when it's danger
I'm a manger-born puppy, holding flight like a hangar do
Knife to the trachea, spit scabies and bet
The label don't like me, but they pay me a grip
And you see how his day going by the state of his wrists
Y'all niggas busy Play-Dohing, bet the baker came swinging like
What the fuck you saying? All that aiming and miss

Ayy, I'ma fuck the freckles off your bitch
I'll fuck the freckles off your face, bitch
We could do this shit all night
I'll fuck the freckles off your face, bitch

You know me, drugs out, front the telly
I'm couch-drunk and ready to fuck, count fetti and bucks
Pack loud as that slap 'cross the belly
What's up? Fuck nigga, what's up? I'm at the deli
Scheming on a Fanta and a Camel Crush, screaming, ""Saddle up!""
Like, ""Fuck is beef?"" Get your cattle cut, pansy
If them fans only local, why them flights transatlanti'ed up?
The rice and the patties cooked nice for the chancellor
Them teeth with the gold bright, the light switches mad at us
Snapchatting panty-clad baddies, I'm a bachelor
I'm high and polite 'cause po-lice is in back of us
And write with the same hand I smack 'em up with
Stretching out the fifteen I had initially
Icky Thump, sticky kush lit up in a rental Jeep

We could do this shit all night
I'll fuck the freckles off your face, bitch
We could do this shit all night
I'll fuck the freckles off your face, bitch"
"Earth, Wind & Fire, The Emotions",Boogie Wonderland,D Minor,132,7A,82,76,80,96,"Dance, boogie wonderland, hah, hah
Dance, boogie wonderland, hah, hah
Dance, boogie wonderland, hah, hah
Dance, boogie wonderland

Midnight creeps so slowly into hearts of men
Who need more than they get
Daylight deals a bad hand to a woman
Who has laid too many bets
The mirror stares you in the face
And says ""Baby, uh, uh, it don't work""
You say your prayers though you don't care
You dance and shake the hurt

Dance, boogie wonderland, hah, hah
Dance, boogie wonderland (Ooh, ooh, ooh dance, yeah)

Sound fly through the night
I chase my vinyl dreams to boogie wonderland
I find romance whеn I start to dance in boogie wonderland
(Ooh, ooh, ooh, ooh, dancе, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)
I find romance when I start to dance in boogie wonderland
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)

All the love in the world can't be gone
All the need to be loved can't be wrong
All the records are playing and my heart keeps saying (Oh)
""Boogie wonderland, wonderland"" (Haaah, aaah-aaaaaah)

Dance, boogie wonderland, hah, hah
Dance, boogie wonderland, hah, hah
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)

I find romance when I start to dance in boogie wonderland
I find romance when I start to dance in boogie wonderland

Dance, boogie wonderland, hah, hah
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)
Dance, boogie wonderland, hah, hah
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)

Hmm hmm hmm hmm, hmm hmm hmm hmm
Hmm hmm hmm hmm, wonderland
Hmm hmm hmm hmm, hmm hmm hmm hmm
Hmm hmm hmm hmm, wonderland


Hmm hmm hmm hmm, hmm hmm hmm hmm
Hmm hmm hmm hmm

All the love in the world can't be gone
(All the love in the world can't be gone)
All the need to be loved can't be wrong
(All the need to be loved can't be wrong)
All the records are playing and my heart keeps saying
(Oooh, haa-woah, haa-woah)
""Boogie wonderland, wonderland"" (Wonderland, aaah)

Dance, boogie wonderland, hah, hah
Dance, boogie wonderland, hah, hah
Dance, boogie wonderland, hah, hah
Dance, boogie wonderland, hah, hah


Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh
Dance, ooh, ooh, ooh, dance
Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh
Dance, ooh, ooh, ooh, dance
I find romance when I start to dance in boogie wonderland
(Dance, dance, dance, dance)
(Dance, dance, dance, aah)
I find romance when I start to dance in boogie wonderland
(Dance, dance, dance, dance)
(Dance, dance, dance)

All the love in the world can't be gone
(All the love in the world can't be gone)
All the need to be loved can't be wrong
(All the need to be loved can't be wrong)
All the records are playing and my heart keeps saying
(Oooh, haa-woah, haa-woah)
""Boogie wonderland, wonderland"" (Wonderland, aaah)

Dance, boogie wonderland, hah, hah
(Dance, dance, dance, dance)
(Dance, dance, haa, aah)
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)
Dance, boogie wonderland, hah, hah
(Dance, dance, dance, dance)
(Dance, dance, dance, aah)
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)

I find romance when I start to dance in boogie wonderland
(Dance, dance, dance, dance)
(Dance, dance, dance, aah)
I find romance when I start to dance in boogie wonderland
(Dance, dance, dance, dance)
(Dance, dance, dance)
Dance, boogie wonderland, hah, hah
(Dance, dance, dance, dance)
(Dance, dance, haa, aah)
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)
Dance, boogie wonderland, hah, hah
(Dance, dance, dance, dance)
(Dance, dance, dance, aah)
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)
Dance, boogie wonderland, hah, hah
(Dance, dance, dance, dance)
(Dance, dance, haa, aah)
Dance, boogie wonderland, hah, hah
(Dance, dance, dance, dance)
(Dance, dance, haa, aah)
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)
Dance, boogie wonderland, hah, hah
(Dance, dance, dance, dance)
(Dance, dance, dance, aah)
(Dance, ooh, ooh, ooh, dance, ooh, ooh, ooh, ooh)
(Dance, ooh, ooh, ooh, dance)"
EBK Jaaybo,Boogieman,F Minor,90,4A,72,54,72,67,"(Ayy, Ecko, turn it up)
Ayy, ayy, ayy
Yeah, yeah, yeah, yeah
Yeah, ayy, ayy, ayy, ayy, ayy (Turn it up)
Yeah, yeah, look, ayy

Brother, tell me what we on, I'm on the same shit (Yeah)
The death I planned for cuz ain't nice, blood, I hate them (Yeah)
I feel the safest when the club let me bring Drac' in (Yeah, yeah)
Why you want to see his smile again? Ain't they face him? (Aye)
Label don't know they contribute to the violence every payment (Ayy, ayy)
Say shе don't fuck around with 30s (Yeah), she just take 10s (Yеah)
Think you gon' fuck with me for free? Bitch, what you laced with? (Yeah)
Want all the smoke like a vape pen
Hold on, brother, chase him
Say my name, I pop up like the Boogeyman
Fuckin' the game over, dropping bangers with no hooks again (Yeah)
Ayy, free my brother Leak, I hate I'm puttin' money on your books again (Yeah, yeah)
If you ain't never took him in, nigga, calm down

A known ho, so I approached her with my palm out
Was on that on the outs, he in the county ringin' songs now (Yeah, yeah)
Risk taker, beat they block with fifty niggas on it (Yeah, yeah)
Ayy, Ecko, turn this beat off if I ain't trippin' on it

Ain't making love to the juice, I'm just sippin' on it
Not no full man without no fullies, who got glitches for us? (Yeah)
My lil' cousin don't slide but want blick (Yeah), I gave that bitch a taurus (Yeah)
When it's a homicide, can't sleep to shake them clips of horror
Folks told me to pull up to AZ, he got them switches for us
Stop vettin' all your war stories, man, the bitch bored
Another opp top flat, we need to clip some more
We up the most you know that been the score (Two-one)
Yeah, yeah, yeah, yeah

Brother, tell me what we on, I'm on the same shit
The death I planned for cuz ain't nice, blood, I hate them
I feel the safest when the club let me bring Drac' in
Why you want to see his smile again? Ain't they face him? (Aye)
Label don't know they contribute to the violence every payment
Say she don't fuck around with 30s (Yeah), she just take 10s (Yeah)
Think you gon' fuck with me for free? Bitch, what you laced with? (Yeah)
Want all the smoke like a vape pen
Hold on, brother, chase him
Say my name, I pop up like the Boogeyman
Fuckin' the game over, dropping bangers with no hooks again (Yeah)
Ayy, free my brother Leak, I hate I'm puttin' money on your books again
If you ain't never took a man, nigga, calm down

A known ho, so I approached her with my palm out
Was on that on the outs, he in the county ringin' songs now (Yeah, yeah)
Risk taker, beat they block with fifty niggas on it (Yeah, yeah)
Ayy, Ecko, turn this beat off if I ain't trippin' on it"
Ed Sheeran,Galway Girl,A Major,100,11B,83,88,62,78,"She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just wanna dance""

I met her on Grafton Street right outside of the bar
She shared a cigarette with me while her brother played the guitar
She asked me what does it mean, the Gaelic ink on your arm?
Said it was one of my friend's songs, do you wanna drink on?
She took Jamie as a chaser, Jack for the fun
She got Arthur on the table with Johnny riding a shotgun
Chatted some more, one more drink at the bar
Then put Van on the jukebox, got up to dance

You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just wanna dance""
With my pretty little Galway Girl
You're my pretty little Galway Girl

You know she beat me at darts and then she beat me at pool
And then she kissed me like there was nobody else in the room
As last orders were called was when she stood on the stool
After dancing the céili singing to trad tunes
I never heard Carrickfergus ever sung so sweet
A cappella in the bar using her feet for a beat
Oh, I could have that voice playing on repeat for a week
And in this packed out room, swear she was singing to me

You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just wanna dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl

And now we've outstayed our welcome and it's closing time
I was holding her hand, her hand was holding mine
Our coats both smell of smoke, whisky and wine
As we fill up our lungs with the cold air of the night
I walked her home then she took me inside
To finish some Doritos and another bottle of wine
I swear I'm gonna put you in a song that I write
About a Galway Girl and a perfect night

She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just wanna dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl (Hey)"
Ed Sheeran,Tenerife Sea,A♭ Major,122,4B,57,35,53,36,"You look so wonderful in your dress
I love your hair like that
The way it falls on the side of your neck
Down your shoulders and back
We are surrounded by all of these lies
And people that talk too much
You got the kind of look in your eyes
As if no one knows anything but us

Should this be the last thing I see?
I want you to know it's enough for me
'Cause all that you are is all that I'll ever need

I'm so in love
So in love
So in love
I'm so in love

You look so beautiful in this light
Your silhouette over me
The way it brings out the blue in your eyes
Is the Tenerife sea
And all of the voices surrounding us here
They just fade out when you take a breath
Just say the word and I will disappear
Into the wilderness

Should this be the last thing I see?
I want you to know it's enough for me
'Cause all that you are is all that I'll ever need

I'm so in love
So in love
So in love
So in love

Lumiere, darling
Lumiere over me
Lumiere, darling
Lumiere over me
Lumiere, darling
Lumiere over me

Should this be the last thing I see?
I want you to know it's enough for me
'Cause all that you are is all that I'll ever need

I'm so in love
So in love
So in love, love, love, love
So in love

You look so wonderful in your dress
I love your hair like that
And in a moment, I knew you, Beth"
Ed Sheeran,Shape of You,C# Minor,96,12A,91,65,83,93,"A club isn't the best place to find a lover
So the bar is where I go (Mm)
Me and my friends at the table doin' shots
Drinkin' fast and then we talk slow (Mm)
And you come over and start up a conversation with just me
And trust me, I'll give it a chance now (Mm)
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singin' like

Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

One week in, we let the story begin
We're goin' out on our first date (Mm)
You and me are thrifty, so go all-you-can-eat
Fill up your bag and I fill up a plate (Mm)
We talk for hours and hours about the sweet and the sour
And how your family is doin' okay (Mm)
And leave and get in a taxi, and kiss in the back seat
Tell the driver make the radio play and I'm singin' like

Girl, you know I want your love
Your love was handmade for somebody like me
Well, come on now, follow my lead
I may be crazy, don't mind me
Say, ""Boy, let's not talk too much""
Grab on my waist and put that body on me
Well, come on now, follow my lead
Come, come on now, follow my lead, mm

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Oh, I, oh, I, oh, I, oh, I
Well, I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you

Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is fallin' too
I'm in love with your body
And last night, you were in my room
And now my bed sheets smell like you
Every day, discoverin' somethin' brand new
Well, I'm in love with your body

Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day, discoverin' somethin' brand new
I'm in love with the shape of you"
Ed Sheeran,Give Me Love,C# Major,116,3B,71,33,53,11,"Give me love like her
'Cause lately, I've been waking up alone
Paint splattered teardrops on my shirt
Told you I'd let them go

And that I'll fight my corner
Maybe tonight, I'll call ya
After my blood turns into alcohol
No, I just wanna hold ya

Give a little time to me or burn this out
We'll play hide-and-seek to turn this around
All I want is the taste that your lips allow
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, give me love

Give me love like never before
'Cause lately, I've been craving more
And it's been a while, but I still feel the same
Maybe I should let you go

You know, I'll fight my corner
And that tonight, I'll call ya
After my blood is drowning in alcohol, mmm
No, I just wanna hold ya

Give a little time to me or burn this out
We'll play hide-and-seek to turn this around
All I want is the taste that your lips allow
My-my, my-my-y, oh, give me love
Give a little time to me or burn this out
We'll play hide-and-seek to turn this around
All I want is the taste that your lips allow
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, give me love

M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
M-my, my, m-my, my, m-my, my, give me love, lover
Love me, love me
Love me, give me love
Give me love, give me love
Love me, give me love

My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love
My-my, my-my-y, oh, give me love"
"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),F Minor,93,4A,73,65,64,55,"Siamo, siamo, siamo

L.A. in un sabato sera d'estate
Il tramonto e tutti escono
Le Lamborghini e i loro Hummer noleggiati
La festa è iniziata, quindi si dirigono verso il centro (Qui intorno)
Tutti cercano un successo
E vogliono sapere cosa fai
Io in mezzo con la persona che amo e
Stiamo solo cercando di capire tutto

Non ci adattiamo bene perché siamo solo noi stessi
Mi servirebbe un aiuto per uscire da questa conversazione, sì
Sei stupenda, cara, quindi non fare questa domanda qui
Questa è la mia unica paura: che diventiamo

Bella gente
Top sceso, abiti firmati
In prima fila alle sfilate di moda
""Cosa fai?"" e ""Chi conosci?""
Nel mondo della bella gente
Champagne e note arrotolate
Accordi prematrimoniali e famiglie distrutte
Circondati, ma ancora soli
Lasciamo la festa

Questo non è ciò che siamo (Siamo, siamo, siamo)
We are not beautiful
Oh, questo non è ciò che siamo (Siamo, siamo, siamo)
Non siamo belli (Belli)

L.A., mmm
Abbiamo guidato per ore la scorsa notte e non siamo arrivati ​​da nessuna parte (Da nessuna parte, da nessuna parte)
Vedo stelle nei tuoi occhi quando siamo a metà strada (Tutta la notte)
Non mi spaventano tutte quelle luci e i flash delle macchine fotografiche
Perché con le mie braccia intorno a te, non c'è bisogno di preoccuparsene

Non ci adattiamo bene perché siamo solo noi stessi
Mi servirebbe un aiuto per uscire da questa conversazione, sì
Sei stupenda, cara, quindi non fare questa domanda qui
Questa è la mia unica paura: che diventiamo

Bella gente
Top sceso, abiti firmati
In prima fila alle sfilate di moda
""Cosa fai?"" e ""Chi conosci?""
Nel mondo della bella gente
Champagne e note arrotolate
Accordi prematrimoniali e famiglie distrutte
Circondati, ma ancora soli
Lasciamo la festa

Questo non è ciò che  siamo (Siamo, siamo, siamo)
Noi non siamo belli, sì
Già, questo non è ciò che siamo (Siamo, siamo, siamo)
Noi non siamo belli (Belli)

Siamo, siamo, siamo
Noi non siamo belli"
Eem Triplin,AWKWARD FREESTYLE,C# Major,158,3B,65,49,67,15,"Mm-hm, and I said fuck it
Guess all that shit we been through, it just don't add up to nothin'
'Member times, I brought that bank out, just so I can get you somethin'?
Invested all this time and you just left with no discussion
Same bitch that stabbed my back said ""I won't fold on you for nothin'""
It's like we made some plans and I showed up but you ain't come
What’s the point of buildin' bridges if they burn? She up and run
Guess I'm gon' count these funds again, money my only fun

Can't wait 'til I blow up just like a TNT (A TNT)
Just tell me how you feel and what you see in me (What you see in me)
I need my crib so big, this bitch a B&B (This shit B&B)
Back then when I was broke these hoes ain't think of Eem (They ain't think of Eem)
You tryna to place thе blame on me, that's not my fault (That's not my fault)
Don't judge mе 'bout my past, can't take this pain at all (Take this pain at all)
You said you'll stick around, ain't answer when I called (When I called)
Ain't like me, I was broke, but love me when I ball (Hahaha)
Best stay the fuck from 'round me (Yeah, yeah), for those who want to down me (Yeah, yeah)
Don't get too close to people, I had to set that boundary (Yeah)
I had to cut my bitch, she had my mental drownin' (Yeah, yeah)
I'm ridin' with my blick (Pew, pew), if you try me I might down 'em (Pew, pew, pew, pew)
I put that on my kids (My, yeah), I pulled up in a droptop (Skrrt)
You used to see my rizz (Yeah, yeah), I kick it with this thot, thot
She tryna swallow my kids (My, yeah), I'm ridin' with this chopper
Got one inside the head, the head

Mm-hm, and I said fuck it
Guess all that shit we been through, it just don't add up to nothin'
'Member times, I brought that bank out, just so I can get you somethin'?
Invested all this time and you just left with no discussion
Same bitch that stabbed my back said ""I won't fold on you for nothin'""
It's like we made some plans and I showed up but you ain't come
What’'s the point of buildin' bridges if they burn? She up and run
Guess I'm gon' count these funds again, money my only fun

Mm-hm, and I said fuck it
Guess all that shit we been through, it just don't add up to nothin'
'Member times, I brought that bank out, just so I can get you somethin'?
Invested all this time and you just left with no discussion
Same bitch that stabbed my back said ""I won't fold on you for nothin'""
It's like we made some plans and I showed up but you ain't come
What's the point of building bridges if they burn? She up and run
Guess I'm gon' count these funds again, money my only fun"
