#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time ,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
1,"Not a Bad Thing","Justin Timberlake",59,86,"","","The 20/20 Experience - 2 of 2 (Deluxe)",2013-09-27,11:28,31,56,53,0,11,0,10,-9,C,4,2019-12-28,3nB82yGjtbQFSU0JLAwLRH,"RCA Records Label",8B,USRC11301024
2,"Bad and Boujee (feat. Lil Uzi Vert)","Migos,Lil Uzi Vert",8,127,"trap, melodic rap","Hip Hop","Culture",2017-04-07,05:43,93,67,6,0,17,20,10,-5,B,4,2019-11-22,4Km5HrUvYTaSUfiSGPJeQR,"Quality Control Music",1B,QMCE31600796
3,"Holy Grail","JAY-Z,Justin Timberlake",65,145,"hip hop, east coast hip hop, rap, ","Hip Hop","Magna Carta... Holy Grail",2013-07-04,05:38,68,53,6,0,16,0,20,-7,D minor,4,2019-12-28,1q9bLSeIlGf2xBvbOkp2Wr,"Roc Nation / Jay-Z",7A,QMJMT1300025
4,"Mercy","Kanye West,Big Sean,Pusha T,2 Chainz",72,140,"rap, southern hip hop","Hip Hop","Mercy",2012-01-01,05:29,56,50,7,0,43,40,10,-9,F#/G♭ minor,4,2019-12-28,4qikXelSRKvoCqFcHLB2H2,"Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",11A,USUM71203564
5,"Redbone","Childish Gambino",6,160,"",""," Awaken, My Love! ",2016-12-02,05:26,74,34,17,1,58,10,10,-11,C♯/D♭,4,2019-12-28,0wXuerDYiBnERgIpbb3JBR,"Glassnote Entertainment Group LLC",3B,USYAH1600107
6,"Suit & Tie (feat. JAY-Z)","Justin Timberlake,JAY-Z",71,102,"hip hop, east coast hip hop, rap","Hip Hop","The 20/20 Experience (Deluxe Version)",2013-03-15,05:26,80,60,10,0,36,20,10,-4,B minor,4,2019-12-28,6vt0I1cw1YmAIKDJvHVIM5,"RCA Records Label",10A,USRC11300004
7,"Drunk in Love (feat. JAY-Z)","Beyoncé,JAY-Z",75,140,"hip hop, east coast hip hop, rap","Hip Hop","BEYONCÉ [Platinum Edition]",2014-11-24,05:23,58,62,1,0,40,0,10,-7,F minor,4,2019-12-28,6jG2YzhxptolDzLHTGLt7S,"Parkwood Entertainment/Columbia",4A,USSM11307800
8,"The Edge Of Glory","Lady Gaga",67,128,"art pop, pop","Pop","Born This Way",2011-01-01,05:20,58,77,0,2,36,0,10,-7,A,4,2019-12-28,0JNdS1n0ifOP25XvhwAMgM,"Interscope",11B,USUM71106458
9,"Same Love (feat. Mary Lambert)","Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Mary Lambert",62,85,"","","The Heist",2012-10-09,05:18,69,47,72,0,30,10,10,-9,G#/A♭,4,2019-12-28,01uqI4H13Gsd8Lyl1EYd8H,"Macklemore",4B,GMM881200024
10,"Low Life (feat. The Weeknd)","Future,The Weeknd",86,144,"rap, ","Hip Hop","EVOL",2016-04-13,05:13,72,33,34,28,10,0,10,-8,G#/A♭,4,2019-12-28,7EiZI6JVHllARrX9PUvAdX,"Epic/Freebandz/A1",4B,USSM11600557
11,"SICKO MODE","Travis Scott",85,155,"rap","Hip Hop","ASTROWORLD",2018-08-03,05:12,83,73,1,0,45,20,10,-4,G#/A♭,4,2019-11-22,2xLMifQCjDGFmkHkpNLD9h,"Cactus Jack / Epic",4B,USSM11806660
12,"Only","Nicki Minaj,Drake,Lil Wayne,Chris Brown",67,179,"rap, hip hop, r&b","Hip Hop, R&B","The Pinkprint (Deluxe)",2014-12-15,05:12,57,50,41,0,26,50,10,-7,G#/A♭ minor,3,2019-12-28,4MRT0dDbhqFKl67WzhUbSw,"Nicki Minaj/Cash Money",1A,USCM51400340
13,"The Time (Dirty Bit)","Black Eyed Peas",76,128,"","","The Beginning (Deluxe)",2010-01-01,05:07,82,81,7,0,44,0,60,-8,F#/G♭ minor,4,2019-12-28,7vWFaMq63AwkFDhS2OAg5u,"A&M",11A,USUM71026190
14,"She Will","Lil Wayne,Drake",2,100,"rap, hip hop","Hip Hop","Tha Carter IV (Deluxe)",2011-01-01,05:05,36,84,0,0,8,10,20,-5,G#/A♭,5,2019-12-28,3FFcZZq3Z3EJrhUecwcMdG,"CM/Republic",4B,USCM51100309
15,"Lighters","Bad Meets Evil,Bruno Mars",72,90,"","","Hell: The Sequel (Deluxe)",2011-01-01,05:03,68,70,35,0,14,20,10,-8,C,4,2019-12-28,5zpDHEU12zATwLGvozxPw2,"Shady Records",8B,USUM71108179
16,"MotorSport","Migos,Nicki Minaj,Cardi B",70,138,"trap, ","Hip Hop","Culture II",2018-01-26,05:03,90,52,3,0,19,10,30,-5,D,4,2019-12-28,4wFjTWCunQFKtukqrNijEt,"Quality Control Music, LLC",10B,USUM71712002
17,"All Of The Lights","Kanye West",81,142,"rap","Hip Hop","My Beautiful Dark Twisted Fantasy",2010-11-22,04:59,53,80,8,0,22,0,10,-3,C♯/D♭,4,2019-12-28,22L7bfCiAkJo5xGSQgmiIO,"Roc-A-Fella",3B,USUM71027273
18,"Wagon Wheel","Darius Rucker",82,148,"country","Country","True Believers",2013-01-01,04:58,54,66,46,0,58,0,10,-7,A,4,2019-12-28,3xdjjKMcMOFgo1eQrfbogM,"Capitol Records Nashville",11B,USCN11200248
19,"I'm On One","DJ Khaled,Drake,Rick Ross,Lil Wayne",74,149,"rap, southern hip hop, hip hop","Hip Hop","We The Best Forever",2011-01-01,04:56,41,81,5,0,44,30,60,-3,B minor,4,2019-12-28,608a1wIsSd5KzMEqm1O7w3,"Cash Money",10A,USCM51100126
20,"Ain't It Fun","Paramore",79,104,"pop punk, emo, emo pop","Rock, Pop","Paramore",2013-04-05,04:56,61,89,15,0,67,0,0,-4,A,4,2019-12-28,1j8z4TTjJ1YOdoFEDwJTQa,"Fueled By Ramen",11B,USAT21300009
21,"Hello","Adele",1,158,"soft pop","Pop","25",2016-06-24,04:55,48,45,34,0,29,0,0,-6,F minor,4,2019-12-28,4sPmO7WMQUAf45kwMOtONw,"XL Recordings/Columbia",4A,GBBKS1500214
22,"Bad Romance","Lady Gaga",90,119,"art pop, pop","Pop","The Fame Monster (Deluxe Edition)",2009-11-05,04:54,70,92,0,0,71,0,0,-4,C,4,2019-11-22,0SiywuOBRcynK0uKGWdCnn,"Interscope",8B,USUM70918596
23,"Clique","Kanye West,JAY-Z,Big Sean",65,109,"rap, hip hop, east coast hip hop, ","Hip Hop","Kanye West Presents Good Music Cruel Summer",2012-01-01,04:53,66,54,5,0,31,30,20,-6,A minor,5,2019-12-28,65rRB2mspD309xE6YimZTl,"Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",8A,USUM71209867
24,"Black Beatles","Rae Sremmurd,Gucci Mane",79,146,"southern hip hop, rap, trap","Hip Hop","SremmLife 2 (Deluxe)",2016-08-12,04:51,79,63,14,0,36,0,10,-6,C,4,2019-12-28,6fujklziTHa8uoM5OQSfIo,"Mike WiLL Made-It",8B,USUM71603293
25,"I Gotta Feeling","Black Eyed Peas",10,128,"","","THE E.N.D. (THE ENERGY NEVER DIES)",2009-01-01,04:49,74,77,9,0,61,0,50,-6,C,4,2019-12-28,4vp2J1l5RD4gMZwGFLfRAu,"Interscope",8B,USUM70965169
26,"BedRock","Young Money,Lloyd",73,148,"r&b","R&B","We Are Young Money",2009-01-01,04:48,73,67,10,0,55,20,10,-6,G#/A♭,4,2019-12-28,3iL2l5gUqyPS6vDwJFgJTR,"Cash Money Records/Motown Records",4B,USCM50901178
27,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne",67,81,"rap, hip hop","Hip Hop","Grateful",2017-06-22,04:48,60,67,5,0,82,0,10,-4,G,4,2019-12-28,1jYiIOC5d6soxkJP81fxq2,"Epic/We The Best",9B,USSM11703300
28,"Someone Like You","Adele",3,135,"soft pop","Pop","21",2011-01-19,04:45,56,33,89,0,28,0,10,-8,A,4,2019-11-22,4kflIGfjdZJW4ot2ioixTB,"XL Recordings/Columbia",11B,GBBKS1000351
29,"I Don't Fuck With You","Big Sean,E-40",77,98,"hyphy, west coast hip hop, g-funk","Hip Hop, R&B","Dark Sky Paradise",2015-02-23,04:44,82,73,4,0,40,0,30,-5,C♯/D♭,4,2019-12-28,7FYH5AW3bVfZHJIQpq3UOA,"Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ",3B,USUM71414033
30,"Scream & Shout","will.i.am,Britney Spears",82,130,"pop","Pop","#willpower",2013-01-01,04:43,77,69,2,0,50,0,10,-7,F,4,2019-12-28,2iJuuzV8P9Yz0VSurttIV5,"Interscope",7B,USUM71215597
31,"Thinking out Loud","Ed Sheeran",86,79,"soft pop","Pop","x (Deluxe Edition)",2014-06-21,04:41,78,45,47,0,59,0,10,-6,D,4,2019-11-22,34gCuhDGsG4bRPIf9bb02f,"Atlantic Records UK",10B,GBAHS1400099
32,"Moment 4 Life","Nicki Minaj,Drake",1,98,"rap","Hip Hop","Pink Friday (Deluxe)",2010-01-01,04:39,68,88,41,0,39,20,20,-4,B,4,2019-12-28,0ConttVd0Ebk3dLNquOmh0,"Nicki Minaj/Cash Money",1B,USCM51000722
33,"Paradise","Coldplay",87,140,"","","Mylo Xyloto",2011-10-24,04:38,45,59,5,0,21,0,0,-7,F,4,2019-12-28,6nek1Nin9q48AVZcWs9e9D,"Parlophone UK",7B,GBAYE1101143
34,"Need You Now","Lady A",76,108,"country, pop country","Country, Pop","Need You Now",2010-01-01,04:37,59,62,9,0,23,0,20,-6,E,4,2019-11-22,11EX5yhxr9Ihl3IN1asrfK,"Capitol Nashville",12B,USCN10900696
35,"Some Nights","fun.",72,108,"","","Some Nights",2012-02-21,04:37,67,74,2,0,39,0,0,-7,C,4,2019-11-22,6t6oULCRS6hnI7rm0h5gwl,"Fueled By Ramen",8B,USAT21104050
36,"Mirrors - Radio Edit","Justin Timberlake",64,77,"","","Mirrors (Radio Edit)",2013-02-11,04:37,58,60,14,0,65,0,40,-6,G#/A♭,4,2019-11-22,6ToFxXRBtl5TJFEyIoYK3f,"RCA Records Label",4B,USRC11300246
37,"Take Care","Drake,Rihanna",79,122,"rap, ","Hip Hop","Take Care (Deluxe)",2011-11-15,04:37,63,52,3,0,30,20,0,-10,C minor,4,2019-12-28,124NFj84ppZ5pAxTuVQYCQ,"Cash Money Records/Young Money Ent./Universal Rec.",5A,USCM51100547
38,"I Will Wait","Mumford & Sons",4,131,"folk, indie folk, folk rock","Folk, Rock","Babel (Deluxe Version)",2012-09-25,04:36,48,76,1,1,45,0,30,-5,C♯/D♭,4,2019-11-22,0hm8rgOY17z7kQJlqGKbu7,"Glassnote Entertainment Group LLC",3B,GBUM71204769
39,"Deuces (feat. Tyga & Kevin McCall)","Chris Brown,Tyga,Kevin McCall",74,74,"r&b, ","R&B","F.A.M.E. (Expanded Edition)",2011-03-22,04:36,69,74,3,0,22,10,0,-5,C♯/D♭,4,2019-12-28,6wN4nT2qy3MQc098yL3Eu9,"Jive",3B,USJI11000113
40,"Alejandro","Lady Gaga",80,99,"art pop, pop","Pop","The Fame Monster (Deluxe Edition)",2009-08-05,04:34,63,80,0,0,37,0,30,-7,B minor,4,2019-12-28,4lwavw59UjXUPJZtKNdFYp,"Interscope",10A,USUM70905526
41,"You Say","Lauren Daigle",77,148,"christian, worship, ccm, christian pop","Christian, Pop, Traditional Music","Look Up Child",2018-09-07,04:34,49,63,68,0,8,0,0,-7,F,4,2019-12-28,6Up545NUflOiXo8cEraH49,"Centricity Music/Warner Records",7B,US8391800158
42,"Clarity","Zedd,Foxes",81,128,"edm, ","Electronic","Clarity",2012-01-01,04:31,51,78,4,0,18,0,0,-3,G#/A♭,4,2019-12-28,60wwxj6Dd9NJlirf84wr2c,"Interscope",4B,USUM71210662
43,"Right Above It","Lil Wayne,Drake",73,72,"rap, hip hop","Hip Hop","I Am Not A Human Being",2010-01-01,04:31,35,84,4,0,46,30,50,-4,D#/E♭ minor,4,2019-12-28,1kMuU3TNQvHbqvXCWBodmP,"CM/Republic",2A,USCM51000537
44,"Girl On Fire (feat. Nicki Minaj) - Inferno Version","Alicia Keys,Nicki Minaj",56,93,"r&b, neo soul, ","R&B","Girl On Fire",2012-11-26,04:30,59,81,9,0,34,20,10,-6,A,4,2019-12-28,3XyMPyuWwHcGMvXeJY6Qt0,"RCA Records Label",11B,USRC11200924
45,"Uptown Funk (feat. Bruno Mars)","Mark Ronson,Bruno Mars",88,115,"","","Uptown Special",2015-01-12,04:29,86,61,1,0,93,0,0,-7,C,4,2019-11-22,32OlwWuMpZ6b0aN2RZOeMS,"Columbia",8B,GBARL1401524
46,"All of Me","John Legend",88,120,"soft pop, neo soul","R&B, Pop","Love In The Future (Expanded Edition)",2013-08-30,04:29,42,26,92,0,33,0,10,-7,G#/A♭,4,2019-11-22,3U4isOIWM3VvDubwSI3y7a,"G.O.O.D. Music/Columbia",4B,USSM11303954
47,"OMG (feat. will.i.am)","USHER,will.i.am",81,130,"r&b, ","R&B","Raymond v Raymond (Expanded Edition)",2010-03-30,04:29,78,75,20,0,33,0,30,-6,E minor,4,2019-11-22,1bM50INir8voAkVoKuvEUI,"LaFace Records",9A,USLF20900103
48,"I Feel It Coming","The Weeknd,Daft Punk",79,93,"french house, electronic, electro","Electronic","Starboy",2016-11-25,04:29,77,82,43,0,59,10,0,-6,C minor,4,2019-12-28,3dhjNA0jGA8vHBQ1VdD6vV,"Universal Republic Records",5A,USUG11601012
49,"Nothin' on You (feat. Bruno Mars)","B.o.B,Bruno Mars",82,104,"","","B.o.B Presents: The Adventures of Bobby Ray",2010-04-27,04:28,69,85,39,0,74,0,0,-6,A#/B♭,4,2019-11-22,59dLtGBS26x7kc0rHbaPrq,"Rebel Rock/Grand Hustle/Atlantic",6B,USAT20904033
50,"Hotline Bling","Drake",81,135,"rap","Hip Hop","Views",2016-05-06,04:27,89,63,0,0,55,0,0,-8,D,4,2019-11-22,0wwPcA6wtMf6HUMpIRdeP7,"Cash Money Records/Young Money Ent./Universal Rec.",10B,USCM51500238
51,"Little Talks","Of Monsters and Men",83,103,"folk pop","Folk, Pop","My Head Is An Animal",2012-01-01,04:26,46,76,2,0,42,0,10,-5,C♯/D♭,4,2019-12-28,2ihCaVdNZmnHZWt0fvAM7B,"Universal Records",3B,USUM71119106
52,"Don't Tell 'Em","Jeremih,YG",78,98,"","","Late Nights: The Album",2015-12-04,04:26,86,53,39,0,39,10,10,-5,D,4,2019-12-28,0Dc7J9VPV4eOInoxUiZrsL,"Def Jam",10B,USUM71406166
53,"Loyal (feat. Lil Wayne & Tyga)","Chris Brown,Lil Wayne,Tyga",79,99,"r&b, rap, hip hop, ","Hip Hop, R&B","X (Expanded Edition)",2014-09-16,04:24,84,52,2,0,62,0,10,-6,A#/B♭ minor,4,2019-12-28,5BrTUo0xP1wKXLJWUaGFtk,"RCA Records Label",3A,USRC11400614
54,"Perfect","Ed Sheeran",90,95,"soft pop","Pop","÷ (Deluxe)",2017-03-03,04:23,60,45,16,0,17,0,10,-6,G#/A♭,3,2019-11-22,0tgVpDi06FyKpA1z0VMD4v,"Atlantic Records UK",4B,GBAHS1700024
55,"Blurred Lines","Robin Thicke,T.I.,Pharrell Williams",81,120,"southern hip hop, ","Hip Hop","Blurred Lines (Deluxe)",2013-01-01,04:23,85,60,0,0,84,0,0,-5,G,4,2019-11-22,0n4bITAu0Y0nigrz3MFJMb,"The Neptunes",9B,USUM71307668
56,"Love The Way You Lie","Eminem,Rihanna",87,87,"rap, hip hop, ","Hip Hop","Recovery",2010-06-18,04:23,75,93,24,0,64,20,50,-5,A#/B♭,4,2019-11-22,15JINEqzVMv3SvJTAXAKED,"Aftermath",6B,USUM71015397
57,"No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame,Roscoe Dash,Wale",81,131,"","","Flockaveli",2010-10-01,04:23,76,60,1,0,36,0,20,-6,C♯/D♭,4,2019-12-28,03tqyYWC9Um2ZqU0ZN849H,"Asylum/Warner Records",3B,USWB11002103
58,"Too Good","Drake,Rihanna",76,118,"rap, ","Hip Hop","Views",2016-05-06,04:23,79,65,5,0,40,10,10,-8,G,4,2019-12-28,3BtuIIrQlkujKPuWF2B85z,"Cash Money Records/Young Money Ent./Universal Rec.",9B,USCM51600088
59,"What's My Name?","Rihanna,Drake",52,100,"rap","Hip Hop","Loud",2010-11-15,04:23,69,78,22,0,60,0,0,-3,D,4,2019-12-28,1pYKzfOlpHWtVUiEIu4Vn7,"Def Jam Recordings",10B,USUM71025031
60,"Party Rock Anthem","LMFAO,Lauren Bennett,GoonRock",73,130,"","","Sorry For Party Rocking",2011-01-01,04:22,75,73,2,0,36,10,20,-4,F minor,4,2019-11-22,0IkKz2J93C94Ei4BvDop7P,"Will I Am / A&M",4A,USUM71100061
61,"Antidote","Travis Scott",75,131,"rap","Hip Hop","Rodeo",2015-09-04,04:22,71,53,1,0,12,0,10,-5,C♯/D♭,4,2019-12-28,1wHZx0LgzFHyeIZkUydNXq,"Cactus Jack / Epic",3B,USSM11505661
62,"Breakeven","The Script",68,94,"","","The Script",2008-09-08,04:21,63,70,17,0,54,0,0,-5,A#/B♭,4,2019-11-22,38xWaVFKaxZlMFvzNff2aW,"Phonogenic",6B,GBARL0800147
63,"Castle on the Hill","Ed Sheeran",82,135,"soft pop","Pop","÷ (Deluxe)",2017-03-03,04:21,46,83,2,0,47,10,10,-5,D,4,2019-12-28,6PCUP3dWmTjcTtXY02oFdT,"Atlantic Records UK",10B,GBAHS1600462
64,"No Guidance (feat. Drake)","Chris Brown,Drake",80,93,"r&b, rap","R&B, Hip Hop","Indigo",2019-06-28,04:20,70,45,12,0,14,10,10,-7,C♯/D♭ minor,4,2019-12-28,6XHVuErjQ4XNm6nDPVCxVX,"Chris Brown Entertainment/RCA Records",12A,USRC11901583
65,"Born This Way","Lady Gaga",72,124,"art pop, pop","Pop","Born This Way (Special Edition)",2011-01-01,04:20,59,83,0,0,49,10,30,-5,B,4,2019-12-28,6r2BECwMgEoRb5yLfp0Hca,"Interscope",1B,USUM71100638
66,"Let It Go","James Bay",65,147,"","","Chaos And The Calm",2015-03-23,04:20,54,31,82,0,25,0,10,-10,C♯/D♭,4,2019-12-28,13HVjjWUZFaWilh2QUJKsP,"Universal Records",3B,USUM71405265
67,"Sail","AWOLNATION",7,119,"","","Megalithic Symphony Deluxe",2011-00-00,04:19,83,44,45,61,24,0,10,-10,C♯/D♭,4,2019-11-22,5xhQChGGhKLWqBqX4XhtYE,"Red Bull Records",3B,USP6L1000053
68,"Can't Hold Us (feat. Ray Dalton)","Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",82,146,"","","The Heist",2012-10-09,04:18,64,92,3,0,85,0,0,-4,D,4,2019-11-22,3bidbhpOYeV4knp8AIu8Xn,"Macklemore",10B,GMM881200021
69,"Photograph","Ed Sheeran",89,108,"soft pop","Pop","x (Deluxe Edition)",2014-06-21,04:18,61,38,61,0,20,0,10,-10,E,4,2019-12-28,1HNkqx9Ahdgi1Ixy2xkKkL,"Atlantic Records UK",12B,GBAHS1400094
70,"The A Team","Ed Sheeran",76,85,"soft pop","Pop","+",2011-09-09,04:18,64,29,67,0,41,0,10,-10,A,4,2019-12-28,1VdZ0vKfR5jneCmWIUAMxK,"Atlantic Records UK",11B,GBAHS1100095
71,"Counting Stars","OneRepublic",76,122,"soft pop","Pop","Native",2014-01-01,04:17,66,71,7,0,47,0,10,-5,C♯/D♭ minor,4,2019-11-22,6sy3LkhNFjJWlaeSMNwQ62,"Mosley / Interscope",12A,USUM71301306
72,"It Will Rain","Bruno Mars",75,150,"","","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)",2011-11-04,04:17,58,84,34,0,48,0,0,-7,D,4,2019-12-28,0RUGuh2uSNFJpGMSsD1F5C,"Chop Shop/Atlantic",10B,USAT21102075
73,"Imma Be","Black Eyed Peas",6,92,"","","THE E.N.D. (THE ENERGY NEVER DIES)",2009-01-01,04:17,60,52,18,0,41,30,30,-7,C,4,2019-12-28,5OiLJ8tjUPFiPX2gVM8fxJ,"Interscope",8B,USUM70967900
74,"Elastic Heart","Sia",71,130,"","","1000 Forms Of Fear (Deluxe Version)",2015-05-04,04:17,42,79,1,0,50,0,10,-5,A,4,2019-12-28,5S9lfZu1YF8xKkgSsqL2Bd,"Monkey Puzzle Records/RCA Records",11B,USRC11400976
75,"Too Close","Alex Clare",62,126,"","","The Lateness Of The Hour",2011-00-00,04:16,58,71,1,0,29,0,10,-4,B minor,4,2019-11-22,4sK96UnGx3NjBaqvfTG2dm,"Universal-Island Records Ltd.",10A,GBUM71101222
76,"Boo'd Up","Ella Mai",71,82,"r&b","R&B","READY",2017-02-22,04:16,56,78,9,0,24,0,0,-5,A#/B♭ minor,4,2019-11-22,0At2qAoaVjIwWNAqrscXli,"10 Summers / Interscope PS",3A,USUM71700987
77,"White Iverson","Post Malone",79,130,"","","Stoney (Deluxe)",2016-12-09,04:16,68,56,23,0,31,0,0,-8,G,4,2019-12-28,6eT7xZZlB2mwyzJ2sUKG6w,"Universal Records",9B,USUM71511528
78,"Don't You Wanna Stay (with Kelly Clarkson)","Jason Aldean,Kelly Clarkson",0,144,"country, acoustic country, christmas","Country, Folk, Pop","My Kinda Party",2010-11-02,04:16,45,63,13,0,15,0,0,-5,B,4,2019-12-28,7CZiLgkiVHhFcDkI2Y4lZ4,"Broken Bow Records",1B,US58E1000238
79,"Latch","Disclosure,Sam Smith",71,122,"house, soft pop","Electronic, Pop","Settle (Deluxe)",2013-06-03,04:15,73,74,2,0,54,0,0,-5,C♯/D♭,4,2019-12-28,1DunhgeZSEgWiIYbHqXl0c,"Universal-Island Records Ltd.",3B,GBUM71302810
80,"Blow Me (One Last Kiss)","P!nk",69,114,"","","The Truth About Love",2012-09-18,04:15,60,92,0,0,73,0,20,-3,G,4,2019-12-28,4k80K0b6KZ2QjAYkXON7q6,"RCA Records Label",9B,USRC11200669
81,"Bad (feat. Tiara Thomas)","Wale,Tiara Thomas",53,114,"","","Bad (feat. Tiara Thomas)",2013-02-05,04:15,87,64,2,0,28,0,10,-7,F#/G♭ minor,4,2019-12-28,64Nbnw22f8adeMuLd1nSBD,"MMG/Atlantic",11A,USAT21300143
82,"I Like It","Cardi B,Bad Bunny,J Balvin",79,136,"reggaeton, trap latino, urbano latino, latin","Latin, Hip Hop","Invasion of Privacy",2018-04-06,04:13,82,73,10,0,65,10,30,-4,F minor,4,2019-11-22,58q2HKrzhC3ozto2nDdN4z,"Atlantic/KSR",4A,USAT21801431
83,"Good Life","OneRepublic",78,95,"soft pop","Pop","Waking Up",2009-01-01,04:13,63,69,8,0,65,0,10,-8,F#/G♭,4,2019-11-22,6OtCIsQZ64Vs1EbzztvAv4,"Mosley / Interscope",2B,USUM70999110
84,"iSpy (feat. Lil Yachty)","KYLE,Lil Yachty",70,75,"","","iSpy (feat. Lil Yachty)",2016-12-02,04:13,75,65,38,0,67,20,20,-7,G,4,2019-12-28,2EEeOnHehOozLq4aS0n6SL,"independently popular.",9B,USAT21700378
85,"Love Me","Lil Wayne,Drake,Future",3,125,"rap, hip hop","Hip Hop","I Am Not A Human Being II (Deluxe)",2013-01-01,04:13,67,61,1,0,46,0,10,-7,G#/A♭ minor,4,2019-12-28,7tGlzXJv6GD5e5qlu5YmDg,"CM/Republic",1A,USCM51300136
86,"Give Me Everything (feat. Nayer)","Pitbull,AFROJACK,Ne-Yo,Nayer",90,129,"edm, big room, latin dance","Electronic, Latin","Planet Pit (Deluxe Version)",2011-06-17,04:12,67,94,19,0,53,10,30,-3,G#/A♭,4,2019-11-22,4QNpBfC0zvjKqPJcyqBy9W,"Mr.305/Polo Grounds Music/J Records",4B,USJAY1100032
87,"Let Her Go","Passenger",1,75,"folk pop","Folk, Pop","All the Little Lights (Deluxe Version)",2013-02-17,04:12,48,55,37,0,24,0,10,-7,G,4,2019-11-22,0JmiBCpWc1IAc0et7Xm7FL,"Nettwerk Records",9B,GBMQN1200012
88,"Earned It (Fifty Shades Of Grey) - From The  Fifty Shades Of Grey  Soundtrack","The Weeknd",74,120,"","","Earned It (Fifty Shades Of Grey) [From The  Fifty Shades Of Grey  Soundtrack]",2014-12-23,04:12,66,38,39,0,43,0,10,-6,D minor,3,2019-11-22,2PIvq1pGrUjY007X5y1UpM,"Fifty Shades of Grey",7A,USUG11401951
89,"Love Me Like You Do - From  Fifty Shades Of Grey ","Ellie Goulding",50,95,"","","Delirium (Deluxe)",2015-11-13,04:12,48,61,25,0,28,0,10,-7,G#/A♭,4,2019-11-22,2l8w0zZVn4AZNuzrht7MRT,"Polydor Records",4B,GBUM71507204
90,"23","Mike WiLL Made-It,Miley Cyrus,Wiz Khalifa,Juicy J",73,140,"rap, memphis rap, crunk","Hip Hop","23",2013-01-01,04:12,86,60,0,0,32,0,10,-5,A,4,2019-12-28,20FZrLl9zSbO9b3DhaqO6M,"Mike WiLL Made-It",11B,USUM71312049
91,"For the First Time","The Script",67,174,"","","Science & Faith",2011-01-18,04:12,40,63,3,0,36,0,10,-5,A,4,2019-12-28,09ZcYBGFX16X8GMDrvqQwt,"Phonogenic",11B,GBARL1000776
92,"Me, Myself & I","G-Eazy,Bebe Rexha",81,112,"","","When It's Dark Out",2015-12-04,04:11,76,67,2,0,39,10,10,-7,C minor,4,2019-12-28,40YcuQysJ0KlGQTeGUosTC,"BPG/RVG/RCA Records",5A,USRC11502210
93,"i hate u, i love u (feat. olivia o'brien)","gnash,Olivia O'Brien",76,93,"","","us",2016-03-25,04:11,49,28,69,0,18,30,10,-13,F#/G♭ minor,4,2019-12-28,7vRriwrloYVaoAe3a9wJHe,":):",11A,USAT21601051
94,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",45,125,"","","R.E.D. (Deluxe Edition)",2012-01-01,04:11,66,68,25,0,25,0,30,-7,F,4,2019-12-28,1Ejsu5JglwIgrFW7Bt2GuL,"Island Def Jam/Motown",7B,USUM71207198
95,"We Are Young (feat. Janelle Monáe)","fun.,Janelle Monáe",78,184,"alternative r&b","Pop, R&B","Some Nights",2012-02-21,04:10,38,64,2,0,74,0,0,-6,A#/B♭,4,2019-11-22,7a86XRg84qjasly9f6bPSD,"Fueled By Ramen",6B,USAT21101399
96,"Where Are Ü Now (with Justin Bieber)","Jack Ü,Skrillex,Diplo,Justin Bieber",77,139,"dubstep, edm, electro, electronic, moombahton, ","Electronic, Latin","Skrillex and Diplo present Jack Ü",2015-02-24,04:10,43,78,4,0,20,0,0,-4,E minor,4,2019-11-22,66hayvUbTotekKU3H4ta1f,"OWSLA/Mad Decent",9A,USAT21500555
97,"1-800-273-8255","Logic,Alessia Cara,Khalid",78,100,"","","Everybody",2017-05-05,04:10,62,57,57,0,36,0,10,-8,F minor,4,2019-12-28,5tz69p7tJuGPeMGwNTxYuV,"Def Jam Recordings",4A,USUM71702778
98,"The Monster","Eminem,Rihanna",82,110,"rap, hip hop, ","Hip Hop","The Marshall Mathers LP2",2013-11-05,04:10,78,85,5,0,63,0,10,-4,C♯/D♭ minor,4,2019-12-28,48RrDBpOSSl1aLVCalGl5C,"Aftermath",12A,USUM71314082
99,"Good Feeling","Flo Rida",83,128,"","","Wild Ones",2012-06-22,04:08,71,89,6,0,68,0,30,-4,C♯/D♭ minor,4,2019-11-22,2LEF1A8DOZ9wRYikWgVlZ8,"Poe Boy/Atlantic",12A,USAT21101961
